text	upos	count	pct_of_text
Kāṭhakasaṃhitā	ADJ	3256	8.371
Kāṭhakasaṃhitā	ADP	297	0.764
Kāṭhakasaṃhitā	ADV	1753	4.507
Kāṭhakasaṃhitā	CONJ	424	1.09
Kāṭhakasaṃhitā	INTJ	84	0.216
Kāṭhakasaṃhitā	NOUN	12975	33.36
Kāṭhakasaṃhitā	NUM	652	1.676
Kāṭhakasaṃhitā	PART	4681	12.035
Kāṭhakasaṃhitā	PRON	6132	15.766
Kāṭhakasaṃhitā	SCONJ	576	1.481
Kāṭhakasaṃhitā	VERB	8064	20.733
Kūrmapurāṇa	ADJ	9288	11.337
Kūrmapurāṇa	ADP	66	0.081
Kūrmapurāṇa	ADV	5126	6.257
Kūrmapurāṇa	CONJ	3050	3.723
Kūrmapurāṇa	INTJ	15	0.018
Kūrmapurāṇa	NOUN	37345	45.583
Kūrmapurāṇa	NUM	1086	1.326
Kūrmapurāṇa	PART	4975	6.072
Kūrmapurāṇa	PRON	7502	9.157
Kūrmapurāṇa	SCONJ	279	0.341
Kūrmapurāṇa	VERB	13196	16.107
Kṛṣiparāśara	ADJ	313	8.103
Kṛṣiparāśara	ADP	2	0.052
Kṛṣiparāśara	ADV	273	7.067
Kṛṣiparāśara	CONJ	190	4.918
Kṛṣiparāśara	INTJ	7	0.181
Kṛṣiparāśara	NOUN	2069	53.559
Kṛṣiparāśara	NUM	58	1.501
Kṛṣiparāśara	PART	211	5.462
Kṛṣiparāśara	PRON	175	4.53
Kṛṣiparāśara	SCONJ	43	1.113
Kṛṣiparāśara	VERB	522	13.513
Kṛṣṇāmṛtamahārṇava	ADJ	302	9.14
Kṛṣṇāmṛtamahārṇava	ADP	8	0.242
Kṛṣṇāmṛtamahārṇava	ADV	177	5.357
Kṛṣṇāmṛtamahārṇava	CONJ	104	3.148
Kṛṣṇāmṛtamahārṇava	INTJ	2	0.061
Kṛṣṇāmṛtamahārṇava	NOUN	1460	44.189
Kṛṣṇāmṛtamahārṇava	NUM	42	1.271
Kṛṣṇāmṛtamahārṇava	PART	287	8.686
Kṛṣṇāmṛtamahārṇava	PRON	333	10.079
Kṛṣṇāmṛtamahārṇava	SCONJ	34	1.029
Kṛṣṇāmṛtamahārṇava	VERB	555	16.798
Lalitavistara	ADJ	2441	9.645
Lalitavistara	ADP	27	0.107
Lalitavistara	ADV	1366	5.397
Lalitavistara	CONJ	1136	4.489
Lalitavistara	INTJ	8	0.032
Lalitavistara	NOUN	11423	45.134
Lalitavistara	NUM	723	2.857
Lalitavistara	PART	1798	7.104
Lalitavistara	PRON	2128	8.408
Lalitavistara	SCONJ	135	0.533
Lalitavistara	VERB	4124	16.295
Laṅkāvatārasūtra	ADJ	1507	11.082
Laṅkāvatārasūtra	ADP	2	0.015
Laṅkāvatārasūtra	ADV	811	5.964
Laṅkāvatārasūtra	CONJ	438	3.221
Laṅkāvatārasūtra	INTJ	1	0.007
Laṅkāvatārasūtra	NOUN	6921	50.893
Laṅkāvatārasūtra	NUM	90	0.662
Laṅkāvatārasūtra	PART	850	6.25
Laṅkāvatārasūtra	PRON	1078	7.927
Laṅkāvatārasūtra	SCONJ	106	0.779
Laṅkāvatārasūtra	VERB	1795	13.199
Liṅgapurāṇa	ADJ	14220	11.144
Liṅgapurāṇa	ADP	89	0.07
Liṅgapurāṇa	ADV	8958	7.02
Liṅgapurāṇa	CONJ	6843	5.363
Liṅgapurāṇa	INTJ	232	0.182
Liṅgapurāṇa	NOUN	58739	46.034
Liṅgapurāṇa	NUM	1910	1.497
Liṅgapurāṇa	PART	8203	6.429
Liṅgapurāṇa	PRON	10141	7.948
Liṅgapurāṇa	SCONJ	381	0.299
Liṅgapurāṇa	VERB	17883	14.015
Madanapālanighaṇṭu	ADJ	1463	23.65
Madanapālanighaṇṭu	ADP	15	0.242
Madanapālanighaṇṭu	ADV	84	1.358
Madanapālanighaṇṭu	CONJ	86	1.39
Madanapālanighaṇṭu	NOUN	4050	65.47
Madanapālanighaṇṭu	NUM	9	0.145
Madanapālanighaṇṭu	PART	63	1.018
Madanapālanighaṇṭu	PRON	140	2.263
Madanapālanighaṇṭu	SCONJ	1	0.016
Madanapālanighaṇṭu	VERB	275	4.446
Mahābhārata	ADJ	122661	10.686
Mahābhārata	ADP	1572	0.137
Mahābhārata	ADV	76620	6.675
Mahābhārata	CONJ	52068	4.536
Mahābhārata	INTJ	303	0.026
Mahābhārata	NOUN	459144	39.999
Mahābhārata	NUM	9773	0.851
Mahābhārata	PART	78008	6.796
Mahābhārata	PRON	125713	10.952
Mahābhārata	SCONJ	4974	0.433
Mahābhārata	VERB	217051	18.909
Mahācīnatantra	ADJ	67	12.271
Mahācīnatantra	ADP	1	0.183
Mahācīnatantra	ADV	31	5.678
Mahācīnatantra	CONJ	19	3.48
Mahācīnatantra	NOUN	212	38.828
Mahācīnatantra	NUM	2	0.366
Mahācīnatantra	PART	26	4.762
Mahācīnatantra	PRON	97	17.766
Mahācīnatantra	SCONJ	1	0.183
Mahācīnatantra	VERB	90	16.484
Maitrāyaṇīsaṃhitā	ADJ	6331	9.684
Maitrāyaṇīsaṃhitā	ADP	811	1.241
Maitrāyaṇīsaṃhitā	ADV	2592	3.965
Maitrāyaṇīsaṃhitā	CONJ	1369	2.094
Maitrāyaṇīsaṃhitā	INTJ	208	0.318
Maitrāyaṇīsaṃhitā	NOUN	24055	36.795
Maitrāyaṇīsaṃhitā	NUM	898	1.374
Maitrāyaṇīsaṃhitā	PART	5291	8.093
Maitrāyaṇīsaṃhitā	PRON	10174	15.563
Maitrāyaṇīsaṃhitā	SCONJ	587	0.898
Maitrāyaṇīsaṃhitā	VERB	13059	19.976
Manusmṛti	ADJ	3863	10.258
Manusmṛti	ADP	35	0.093
Manusmṛti	ADV	1920	5.098
Manusmṛti	CONJ	2497	6.63
Manusmṛti	NOUN	15348	40.754
Manusmṛti	NUM	600	1.593
Manusmṛti	PART	3474	9.225
Manusmṛti	PRON	3199	8.494
Manusmṛti	SCONJ	184	0.489
Manusmṛti	VERB	6540	17.366
Matsyapurāṇa	ADJ	12567	10.23
Matsyapurāṇa	ADP	95	0.077
Matsyapurāṇa	ADV	7860	6.398
Matsyapurāṇa	CONJ	5490	4.469
Matsyapurāṇa	INTJ	29	0.024
Matsyapurāṇa	NOUN	55080	44.838
Matsyapurāṇa	NUM	1809	1.473
Matsyapurāṇa	PART	7880	6.415
Matsyapurāṇa	PRON	11582	9.428
Matsyapurāṇa	SCONJ	448	0.365
Matsyapurāṇa	VERB	20002	16.283
Maṇimāhātmya	ADJ	180	19.715
Maṇimāhātmya	ADV	45	4.929
Maṇimāhātmya	CONJ	30	3.286
Maṇimāhātmya	NOUN	397	43.483
Maṇimāhātmya	NUM	4	0.438
Maṇimāhātmya	PART	35	3.834
Maṇimāhātmya	PRON	93	10.186
Maṇimāhātmya	SCONJ	2	0.219
Maṇimāhātmya	VERB	127	13.91
Meghadūta	ADJ	469	13.823
Meghadūta	ADP	4	0.118
Meghadūta	ADV	150	4.421
Meghadūta	CONJ	36	1.061
Meghadūta	INTJ	1	0.029
Meghadūta	NOUN	1638	48.276
Meghadūta	NUM	14	0.413
Meghadūta	PART	152	4.48
Meghadūta	PRON	286	8.429
Meghadūta	SCONJ	28	0.825
Meghadūta	VERB	615	18.126
Mugdhāvabodhinī	ADJ	3118	10.336
Mugdhāvabodhinī	ADP	40	0.133
Mugdhāvabodhinī	ADV	1819	6.03
Mugdhāvabodhinī	CONJ	757	2.509
Mugdhāvabodhinī	INTJ	2	0.007
Mugdhāvabodhinī	NOUN	14631	48.502
Mugdhāvabodhinī	NUM	402	1.333
Mugdhāvabodhinī	PART	1881	6.235
Mugdhāvabodhinī	PRON	2355	7.807
Mugdhāvabodhinī	SCONJ	104	0.345
Mugdhāvabodhinī	VERB	5057	16.764
Mukundamālā	ADJ	103	11.331
Mukundamālā	ADV	25	2.75
Mukundamālā	CONJ	9	0.99
Mukundamālā	INTJ	3	0.33
Mukundamālā	NOUN	511	56.216
Mukundamālā	NUM	8	0.88
Mukundamālā	PART	54	5.941
Mukundamālā	PRON	70	7.701
Mukundamālā	SCONJ	2	0.22
Mukundamālā	VERB	124	13.641
Muṇḍakopaniṣad	ADJ	135	10.506
Muṇḍakopaniṣad	ADP	1	0.078
Muṇḍakopaniṣad	ADV	64	4.981
Muṇḍakopaniṣad	CONJ	44	3.424
Muṇḍakopaniṣad	INTJ	2	0.156
Muṇḍakopaniṣad	NOUN	466	36.265
Muṇḍakopaniṣad	NUM	14	1.089
Muṇḍakopaniṣad	PART	100	7.782
Muṇḍakopaniṣad	PRON	214	16.654
Muṇḍakopaniṣad	SCONJ	11	0.856
Muṇḍakopaniṣad	VERB	234	18.21
Mānavagṛhyasūtra	ADJ	712	8.948
Mānavagṛhyasūtra	ADP	66	0.829
Mānavagṛhyasūtra	ADV	458	5.756
Mānavagṛhyasūtra	CONJ	245	3.079
Mānavagṛhyasūtra	INTJ	69	0.867
Mānavagṛhyasūtra	NOUN	3249	40.832
Mānavagṛhyasūtra	NUM	174	2.187
Mānavagṛhyasūtra	PART	559	7.025
Mānavagṛhyasūtra	PRON	767	9.639
Mānavagṛhyasūtra	SCONJ	27	0.339
Mānavagṛhyasūtra	VERB	1631	20.498
Mānavaśrautasūtra	ADJ	111	9.091
Mānavaśrautasūtra	ADP	17	1.392
Mānavaśrautasūtra	ADV	67	5.487
Mānavaśrautasūtra	CONJ	17	1.392
Mānavaśrautasūtra	INTJ	1	0.082
Mānavaśrautasūtra	NOUN	480	39.312
Mānavaśrautasūtra	NUM	19	1.556
Mānavaśrautasūtra	PART	105	8.6
Mānavaśrautasūtra	PRON	94	7.699
Mānavaśrautasūtra	SCONJ	8	0.655
Mānavaśrautasūtra	VERB	302	24.734
Mātṛkābhedatantra	ADJ	777	9.908
Mātṛkābhedatantra	ADP	2	0.026
Mātṛkābhedatantra	ADV	564	7.192
Mātṛkābhedatantra	CONJ	268	3.417
Mātṛkābhedatantra	INTJ	11	0.14
Mātṛkābhedatantra	NOUN	3826	48.789
Mātṛkābhedatantra	NUM	103	1.313
Mātṛkābhedatantra	PART	447	5.7
Mātṛkābhedatantra	PRON	539	6.873
Mātṛkābhedatantra	SCONJ	80	1.02
Mātṛkābhedatantra	VERB	1225	15.621
Mīmāṃsāsūtrabhāṣya	ADJ	1047	6.526
Mīmāṃsāsūtrabhāṣya	ADP	12	0.075
Mīmāṃsāsūtrabhāṣya	ADV	1154	7.193
Mīmāṃsāsūtrabhāṣya	CONJ	533	3.322
Mīmāṃsāsūtrabhāṣya	INTJ	2	0.012
Mīmāṃsāsūtrabhāṣya	NOUN	5609	34.96
Mīmāṃsāsūtrabhāṣya	NUM	102	0.636
Mīmāṃsāsūtrabhāṣya	PART	2952	18.399
Mīmāṃsāsūtrabhāṣya	PRON	1600	9.973
Mīmāṃsāsūtrabhāṣya	SCONJ	225	1.402
Mīmāṃsāsūtrabhāṣya	VERB	2808	17.502
Mūlamadhyamakārikāḥ	ADJ	513	7.836
Mūlamadhyamakārikāḥ	ADP	1	0.015
Mūlamadhyamakārikāḥ	ADV	461	7.041
Mūlamadhyamakārikāḥ	CONJ	408	6.232
Mūlamadhyamakārikāḥ	INTJ	1	0.015
Mūlamadhyamakārikāḥ	NOUN	1839	28.089
Mūlamadhyamakārikāḥ	NUM	53	0.81
Mūlamadhyamakārikāḥ	PART	1069	16.328
Mūlamadhyamakārikāḥ	PRON	757	11.563
Mūlamadhyamakārikāḥ	SCONJ	158	2.413
Mūlamadhyamakārikāḥ	VERB	1287	19.658
Mṛgendratantra	ADJ	387	11.629
Mṛgendratantra	ADP	1	0.03
Mṛgendratantra	ADV	191	5.739
Mṛgendratantra	CONJ	76	2.284
Mṛgendratantra	NOUN	1509	45.343
Mṛgendratantra	NUM	44	1.322
Mṛgendratantra	PART	234	7.031
Mṛgendratantra	PRON	402	12.079
Mṛgendratantra	SCONJ	28	0.841
Mṛgendratantra	VERB	456	13.702
Mṛgendraṭīkā	ADJ	2263	10.095
Mṛgendraṭīkā	ADP	15	0.067
Mṛgendraṭīkā	ADV	1216	5.425
Mṛgendraṭīkā	CONJ	775	3.457
Mṛgendraṭīkā	INTJ	7	0.031
Mṛgendraṭīkā	NOUN	9971	44.482
Mṛgendraṭīkā	NUM	171	0.763
Mṛgendraṭīkā	PART	2541	11.336
Mṛgendraṭīkā	PRON	2475	11.041
Mṛgendraṭīkā	SCONJ	165	0.736
Mṛgendraṭīkā	VERB	2817	12.567
Narasiṃhapurāṇa	ADJ	58	11.531
Narasiṃhapurāṇa	ADP	1	0.199
Narasiṃhapurāṇa	ADV	44	8.748
Narasiṃhapurāṇa	CONJ	34	6.759
Narasiṃhapurāṇa	NOUN	185	36.779
Narasiṃhapurāṇa	NUM	3	0.596
Narasiṃhapurāṇa	PART	25	4.97
Narasiṃhapurāṇa	PRON	76	15.109
Narasiṃhapurāṇa	VERB	77	15.308
Narmamālā	ADJ	736	13.183
Narmamālā	ADP	5	0.09
Narmamālā	ADV	329	5.893
Narmamālā	CONJ	62	1.111
Narmamālā	INTJ	5	0.09
Narmamālā	NOUN	2718	48.684
Narmamālā	NUM	42	0.752
Narmamālā	PART	233	4.173
Narmamālā	PRON	484	8.669
Narmamālā	SCONJ	14	0.251
Narmamālā	VERB	955	17.105
Nibandhasaṃgraha	ADJ	925	12.575
Nibandhasaṃgraha	ADP	9	0.122
Nibandhasaṃgraha	ADV	393	5.343
Nibandhasaṃgraha	CONJ	144	1.958
Nibandhasaṃgraha	NOUN	3465	47.104
Nibandhasaṃgraha	NUM	80	1.088
Nibandhasaṃgraha	PART	825	11.215
Nibandhasaṃgraha	PRON	509	6.92
Nibandhasaṃgraha	SCONJ	25	0.34
Nibandhasaṃgraha	VERB	981	13.336
Nighaṇṭuśeṣa	ADJ	38	1.897
Nighaṇṭuśeṣa	ADV	27	1.348
Nighaṇṭuśeṣa	CONJ	56	2.796
Nighaṇṭuśeṣa	NOUN	1692	84.473
Nighaṇṭuśeṣa	NUM	1	0.05
Nighaṇṭuśeṣa	PART	115	5.741
Nighaṇṭuśeṣa	PRON	40	1.997
Nighaṇṭuśeṣa	VERB	34	1.697
Nirukta	ADJ	286	7.703
Nirukta	ADP	36	0.97
Nirukta	ADV	194	5.225
Nirukta	CONJ	142	3.824
Nirukta	INTJ	1	0.027
Nirukta	NOUN	1299	34.985
Nirukta	NUM	38	1.023
Nirukta	PART	615	16.563
Nirukta	PRON	422	11.365
Nirukta	SCONJ	22	0.593
Nirukta	VERB	658	17.722
Nyāyabhāṣya	ADJ	97	10.125
Nyāyabhāṣya	ADV	43	4.489
Nyāyabhāṣya	CONJ	40	4.175
Nyāyabhāṣya	INTJ	1	0.104
Nyāyabhāṣya	NOUN	467	48.747
Nyāyabhāṣya	NUM	9	0.939
Nyāyabhāṣya	PART	92	9.603
Nyāyabhāṣya	PRON	82	8.559
Nyāyabhāṣya	SCONJ	2	0.209
Nyāyabhāṣya	VERB	125	13.048
Nyāyabindu	ADJ	23	9.705
Nyāyabindu	ADV	11	4.641
Nyāyabindu	CONJ	9	3.797
Nyāyabindu	NOUN	131	55.274
Nyāyabindu	NUM	3	1.266
Nyāyabindu	PART	20	8.439
Nyāyabindu	PRON	24	10.127
Nyāyabindu	VERB	16	6.751
Nyāyasūtra	ADJ	267	7.862
Nyāyasūtra	ADP	5	0.147
Nyāyasūtra	ADV	118	3.475
Nyāyasūtra	CONJ	116	3.416
Nyāyasūtra	NOUN	2276	67.02
Nyāyasūtra	NUM	22	0.648
Nyāyasūtra	PART	254	7.479
Nyāyasūtra	PRON	187	5.506
Nyāyasūtra	SCONJ	6	0.177
Nyāyasūtra	VERB	145	4.27
Nādabindūpaniṣat	ADJ	50	18.248
Nādabindūpaniṣat	ADV	21	7.664
Nādabindūpaniṣat	CONJ	15	5.474
Nādabindūpaniṣat	INTJ	1	0.365
Nādabindūpaniṣat	NOUN	111	40.511
Nādabindūpaniṣat	NUM	2	0.73
Nādabindūpaniṣat	PART	16	5.839
Nādabindūpaniṣat	PRON	16	5.839
Nādabindūpaniṣat	SCONJ	4	1.46
Nādabindūpaniṣat	VERB	38	13.869
Nāradasmṛti	ADJ	1371	10.28
Nāradasmṛti	ADP	14	0.105
Nāradasmṛti	ADV	740	5.549
Nāradasmṛti	CONJ	664	4.979
Nāradasmṛti	NOUN	5257	39.42
Nāradasmṛti	NUM	238	1.785
Nāradasmṛti	PART	1106	8.293
Nāradasmṛti	PRON	1319	9.891
Nāradasmṛti	SCONJ	130	0.975
Nāradasmṛti	VERB	2497	18.724
Nāḍīparīkṣā	ADJ	347	22.329
Nāḍīparīkṣā	ADP	6	0.386
Nāḍīparīkṣā	ADV	87	5.598
Nāḍīparīkṣā	CONJ	66	4.247
Nāḍīparīkṣā	NOUN	654	42.085
Nāḍīparīkṣā	NUM	22	1.416
Nāḍīparīkṣā	PART	58	3.732
Nāḍīparīkṣā	PRON	61	3.925
Nāḍīparīkṣā	SCONJ	10	0.644
Nāḍīparīkṣā	VERB	243	15.637
Nāṭyaśāstra	ADJ	619	7.886
Nāṭyaśāstra	ADP	3	0.038
Nāṭyaśāstra	ADV	576	7.339
Nāṭyaśāstra	CONJ	518	6.6
Nāṭyaśāstra	INTJ	2	0.025
Nāṭyaśāstra	NOUN	3508	44.694
Nāṭyaśāstra	NUM	102	1.3
Nāṭyaśāstra	PART	572	7.288
Nāṭyaśāstra	PRON	581	7.402
Nāṭyaśāstra	SCONJ	35	0.446
Nāṭyaśāstra	VERB	1333	16.983
Nāṭyaśāstravivṛti	ADJ	282	10.834
Nāṭyaśāstravivṛti	ADP	6	0.231
Nāṭyaśāstravivṛti	ADV	157	6.032
Nāṭyaśāstravivṛti	CONJ	83	3.189
Nāṭyaśāstravivṛti	INTJ	2	0.077
Nāṭyaśāstravivṛti	NOUN	1193	45.832
Nāṭyaśāstravivṛti	NUM	2	0.077
Nāṭyaśāstravivṛti	PART	376	14.445
Nāṭyaśāstravivṛti	PRON	213	8.183
Nāṭyaśāstravivṛti	SCONJ	15	0.576
Nāṭyaśāstravivṛti	VERB	274	10.526
Padārthacandrikā	ADJ	6	21.429
Padārthacandrikā	CONJ	1	3.571
Padārthacandrikā	NOUN	15	53.571
Padārthacandrikā	NUM	2	7.143
Padārthacandrikā	PART	1	3.571
Padārthacandrikā	VERB	3	10.714
Paramānandīyanāmamālā	ADJ	11	5.213
Paramānandīyanāmamālā	ADV	4	1.896
Paramānandīyanāmamālā	CONJ	4	1.896
Paramānandīyanāmamālā	NOUN	165	78.199
Paramānandīyanāmamālā	PART	10	4.739
Paramānandīyanāmamālā	PRON	4	1.896
Paramānandīyanāmamālā	VERB	13	6.161
Paraśurāmakalpasūtra	ADJ	155	9.001
Paraśurāmakalpasūtra	ADP	1	0.058
Paraśurāmakalpasūtra	ADV	77	4.472
Paraśurāmakalpasūtra	CONJ	29	1.684
Paraśurāmakalpasūtra	INTJ	6	0.348
Paraśurāmakalpasūtra	NOUN	992	57.607
Paraśurāmakalpasūtra	NUM	78	4.53
Paraśurāmakalpasūtra	PART	44	2.555
Paraśurāmakalpasūtra	PRON	73	4.239
Paraśurāmakalpasūtra	SCONJ	1	0.058
Paraśurāmakalpasūtra	VERB	266	15.447
Parāśaradharmasaṃhitā	ADJ	552	6.746
Parāśaradharmasaṃhitā	ADP	13	0.159
Parāśaradharmasaṃhitā	ADV	428	5.23
Parāśaradharmasaṃhitā	CONJ	443	5.414
Parāśaradharmasaṃhitā	INTJ	1	0.012
Parāśaradharmasaṃhitā	NOUN	3700	45.216
Parāśaradharmasaṃhitā	NUM	257	3.141
Parāśaradharmasaṃhitā	PART	685	8.371
Parāśaradharmasaṃhitā	PRON	488	5.964
Parāśaradharmasaṃhitā	SCONJ	77	0.941
Parāśaradharmasaṃhitā	VERB	1539	18.807
Parāśarasmṛtiṭīkā	ADJ	849	11.177
Parāśarasmṛtiṭīkā	ADP	7	0.092
Parāśarasmṛtiṭīkā	ADV	479	6.306
Parāśarasmṛtiṭīkā	CONJ	316	4.16
Parāśarasmṛtiṭīkā	INTJ	1	0.013
Parāśarasmṛtiṭīkā	NOUN	3350	44.102
Parāśarasmṛtiṭīkā	NUM	115	1.514
Parāśarasmṛtiṭīkā	PART	909	11.967
Parāśarasmṛtiṭīkā	PRON	463	6.095
Parāśarasmṛtiṭīkā	SCONJ	39	0.513
Parāśarasmṛtiṭīkā	VERB	1068	14.06
Pañcaviṃśabrāhmaṇa	ADJ	2283	7.784
Pañcaviṃśabrāhmaṇa	ADP	212	0.723
Pañcaviṃśabrāhmaṇa	ADV	1038	3.539
Pañcaviṃśabrāhmaṇa	CONJ	252	0.859
Pañcaviṃśabrāhmaṇa	INTJ	14	0.048
Pañcaviṃśabrāhmaṇa	NOUN	10406	35.48
Pañcaviṃśabrāhmaṇa	NUM	810	2.762
Pañcaviṃśabrāhmaṇa	PART	3386	11.545
Pañcaviṃśabrāhmaṇa	PRON	4414	15.05
Pañcaviṃśabrāhmaṇa	SCONJ	371	1.265
Pañcaviṃśabrāhmaṇa	VERB	6143	20.945
Pañcārthabhāṣya	ADJ	1848	7.893
Pañcārthabhāṣya	ADP	35	0.149
Pañcārthabhāṣya	ADV	1706	7.287
Pañcārthabhāṣya	CONJ	884	3.776
Pañcārthabhāṣya	INTJ	6	0.026
Pañcārthabhāṣya	NOUN	10333	44.135
Pañcārthabhāṣya	NUM	129	0.551
Pañcārthabhāṣya	PART	2273	9.709
Pañcārthabhāṣya	PRON	2300	9.824
Pañcārthabhāṣya	SCONJ	159	0.679
Pañcārthabhāṣya	VERB	3739	15.97
Prasannapadā	ADJ	23	7.591
Prasannapadā	ADV	15	4.95
Prasannapadā	CONJ	11	3.63
Prasannapadā	NOUN	119	39.274
Prasannapadā	NUM	1	0.33
Prasannapadā	PART	43	14.191
Prasannapadā	PRON	48	15.842
Prasannapadā	SCONJ	2	0.66
Prasannapadā	VERB	41	13.531
Pāraskaragṛhyasūtra	ADJ	725	8.916
Pāraskaragṛhyasūtra	ADP	79	0.972
Pāraskaragṛhyasūtra	ADV	439	5.399
Pāraskaragṛhyasūtra	CONJ	275	3.382
Pāraskaragṛhyasūtra	INTJ	84	1.033
Pāraskaragṛhyasūtra	NOUN	3166	38.937
Pāraskaragṛhyasūtra	NUM	172	2.115
Pāraskaragṛhyasūtra	PART	582	7.158
Pāraskaragṛhyasūtra	PRON	980	12.053
Pāraskaragṛhyasūtra	SCONJ	55	0.676
Pāraskaragṛhyasūtra	VERB	1574	19.358
Pāśupatasūtra	ADJ	55	11.022
Pāśupatasūtra	ADV	29	5.812
Pāśupatasūtra	CONJ	30	6.012
Pāśupatasūtra	NOUN	194	38.878
Pāśupatasūtra	NUM	4	0.802
Pāśupatasūtra	PART	24	4.81
Pāśupatasūtra	PRON	50	10.02
Pāśupatasūtra	SCONJ	2	0.401
Pāśupatasūtra	VERB	111	22.244
Rasahṛdayatantra	ADJ	736	9.064
Rasahṛdayatantra	ADP	10	0.123
Rasahṛdayatantra	ADV	478	5.887
Rasahṛdayatantra	CONJ	337	4.15
Rasahṛdayatantra	INTJ	1	0.012
Rasahṛdayatantra	NOUN	4023	49.544
Rasahṛdayatantra	NUM	147	1.81
Rasahṛdayatantra	PART	391	4.815
Rasahṛdayatantra	PRON	423	5.209
Rasahṛdayatantra	SCONJ	47	0.579
Rasahṛdayatantra	VERB	1527	18.805
Rasakāmadhenu	ADJ	705	8.952
Rasakāmadhenu	ADP	7	0.089
Rasakāmadhenu	ADV	545	6.921
Rasakāmadhenu	CONJ	284	3.606
Rasakāmadhenu	NOUN	4120	52.317
Rasakāmadhenu	NUM	226	2.87
Rasakāmadhenu	PART	345	4.381
Rasakāmadhenu	PRON	379	4.813
Rasakāmadhenu	SCONJ	34	0.432
Rasakāmadhenu	VERB	1230	15.619
Rasamañjarī	ADJ	1235	9.818
Rasamañjarī	ADP	26	0.207
Rasamañjarī	ADV	748	5.946
Rasamañjarī	CONJ	488	3.879
Rasamañjarī	INTJ	6	0.048
Rasamañjarī	NOUN	6518	51.817
Rasamañjarī	NUM	326	2.592
Rasamañjarī	PART	378	3.005
Rasamañjarī	PRON	679	5.398
Rasamañjarī	SCONJ	40	0.318
Rasamañjarī	VERB	2135	16.973
Rasaprakāśasudhākara	ADJ	1701	10.897
Rasaprakāśasudhākara	ADP	26	0.167
Rasaprakāśasudhākara	ADV	1215	7.783
Rasaprakāśasudhākara	CONJ	711	4.555
Rasaprakāśasudhākara	INTJ	1	0.006
Rasaprakāśasudhākara	NOUN	7218	46.24
Rasaprakāśasudhākara	NUM	352	2.255
Rasaprakāśasudhākara	PART	996	6.381
Rasaprakāśasudhākara	PRON	813	5.208
Rasaprakāśasudhākara	SCONJ	54	0.346
Rasaprakāśasudhākara	VERB	2523	16.163
Rasaratnasamuccaya	ADJ	3385	12.048
Rasaratnasamuccaya	ADP	64	0.228
Rasaratnasamuccaya	ADV	1607	5.72
Rasaratnasamuccaya	CONJ	1088	3.872
Rasaratnasamuccaya	INTJ	15	0.053
Rasaratnasamuccaya	NOUN	14485	51.555
Rasaratnasamuccaya	NUM	608	2.164
Rasaratnasamuccaya	PART	827	2.943
Rasaratnasamuccaya	PRON	1544	5.495
Rasaratnasamuccaya	SCONJ	71	0.253
Rasaratnasamuccaya	VERB	4402	15.668
Rasaratnasamuccayabodhinī	ADJ	607	9.44
Rasaratnasamuccayabodhinī	ADP	6	0.093
Rasaratnasamuccayabodhinī	ADV	374	5.816
Rasaratnasamuccayabodhinī	CONJ	144	2.24
Rasaratnasamuccayabodhinī	NOUN	3302	51.353
Rasaratnasamuccayabodhinī	NUM	90	1.4
Rasaratnasamuccayabodhinī	PART	573	8.911
Rasaratnasamuccayabodhinī	PRON	344	5.35
Rasaratnasamuccayabodhinī	SCONJ	42	0.653
Rasaratnasamuccayabodhinī	VERB	948	14.743
Rasaratnasamuccayadīpikā	ADJ	9	10.976
Rasaratnasamuccayadīpikā	ADV	5	6.098
Rasaratnasamuccayadīpikā	CONJ	3	3.659
Rasaratnasamuccayadīpikā	NOUN	39	47.561
Rasaratnasamuccayadīpikā	NUM	4	4.878
Rasaratnasamuccayadīpikā	PART	7	8.537
Rasaratnasamuccayadīpikā	PRON	5	6.098
Rasaratnasamuccayadīpikā	SCONJ	1	1.22
Rasaratnasamuccayadīpikā	VERB	9	10.976
Rasaratnasamuccayaṭīkā	ADJ	1186	9.737
Rasaratnasamuccayaṭīkā	ADP	22	0.181
Rasaratnasamuccayaṭīkā	ADV	845	6.938
Rasaratnasamuccayaṭīkā	CONJ	344	2.824
Rasaratnasamuccayaṭīkā	NOUN	5768	47.356
Rasaratnasamuccayaṭīkā	NUM	150	1.232
Rasaratnasamuccayaṭīkā	PART	918	7.537
Rasaratnasamuccayaṭīkā	PRON	831	6.823
Rasaratnasamuccayaṭīkā	SCONJ	48	0.394
Rasaratnasamuccayaṭīkā	VERB	2068	16.979
Rasaratnākara	ADJ	4081	7.735
Rasaratnākara	ADP	68	0.129
Rasaratnākara	ADV	3922	7.434
Rasaratnākara	CONJ	1636	3.101
Rasaratnākara	INTJ	60	0.114
Rasaratnākara	NOUN	24772	46.951
Rasaratnākara	NUM	1437	2.724
Rasaratnākara	PART	1988	3.768
Rasaratnākara	PRON	3666	6.948
Rasaratnākara	SCONJ	255	0.483
Rasaratnākara	VERB	10876	20.614
Rasasaṃketakalikā	ADJ	552	12.143
Rasasaṃketakalikā	ADP	3	0.066
Rasasaṃketakalikā	ADV	219	4.817
Rasasaṃketakalikā	CONJ	156	3.432
Rasasaṃketakalikā	INTJ	1	0.022
Rasasaṃketakalikā	NOUN	2410	53.014
Rasasaṃketakalikā	NUM	150	3.3
Rasasaṃketakalikā	PART	128	2.816
