total	abbrev	bib_code	gloss
6	PAIṬHĪNASI	c.315	?  
6	BRAHMAVAIV.-P.	c.321a	BRAHMAVAIVARTAPURĀṆA?  
6	ĀRUṆIKOP.	c.343	?  
6	BÖHTL.	c.377a	? 
6	Ross	c.418	? 
6	SPAṢṬĀDH.	c.462	?  
6	ĀNANDALAH.	c.479	?  
6	VṚDDHACĀṆ.	c.485	?  
6	TRIPR.	c.517	?  
6	LALITAV.	c.518	?  
6	SĀṂKHYAPRAV.	c.569	?  
6	UTTAR.	c.742	?  
6	MATSYASŪKTA	c.812	?  
6	GOVARDHANA	c.822	?  
6	GOBH	c.826	?  
6	JĀTAKAMĀLĀ	c.833	?  
6	JAIMINI	c.875	?  
6	VĪRAMITRODAYA	c.876	?  
6	DATTAKACANDRIKĀ	c.879	?  
6	MALL.	c.900	?  
6	BRAHMAVAIV.	c.909	?  
6	ṢAḌGURUŚIṢYA	c.913	?  
6	DEVARĀJA	c.926	?  
6	KATHĀRṆ.	c.966	?  
5	AVAD. ŚAT.	1.027	AVADĀNAŚATAKA, eine buddhistische Legendensammlung.
5	BRAHMA-S.	1.049	BRAHMASŪTRA, nach Anführungen in WIND. Sancara.
5	ŚĀK. ed. CH.	1.064b	CHEZY'S Ausgabe des ŚĀKUNTALA (GILD. Bibl. 187).
5	Śl.	1.079	Śloka.
5	DURGĀDĀSA	1.098a	DURGĀDĀSA ? 
5	YAJ. V.	1.140	YAJURVEDA.
5	KĀVYAC.	1.166	KĀVYACANDRIKĀ, ein Lehrbuch der Rhetorik; nach Anfüh-&#13;&#10;rungen im ŚKDR.
5	MAŚ. S.	1.191a	MAŚAKA'S KALPASŪTRĀṆI.
5	NĪL.	1.226	NĪLAKAṆṬHA, ein Scholiast des MAHĀBHĀRATA (an-&#13;&#10;geführt in BOPP'S Ausgab
5	PUṢPAS.	1.246	PUṢPASŪTRA.
5	R. ed. SCHL.	1.247d	Rāmāyaṇa, Schlegel edition, 1829--1838 [Cologne addition]
5	SUŚRUTA	1.282a	SUŚRUTA 
5	ŚĀKAṬ.	2.005	ŚĀKAṬĀYANA, ein Schol. des ŚĀK.
5	RAGHUN.	2.036	RAGHUNANDANABHAṬṬĀCĀRYA, ein Scholiast des TITHYĀDITATTVA;&#13;&#10;nach Anführu
5	BHĀṢĀPAR.	c.038	BHĀṢĀPARICCHEDA nach der Ausgabe von RÖER in der Bibliotheca indica. ? = 1.040
5	ŚAṂKARĀCĀRYA	c.1053	?  
5	NILAK.	c.1141	?  
5	ĀNANDAGIRI	c.1150	?  
5	GAUḌAPĀDA	c.1181	?  
5	KĀṬHAKA	c.1295	?  
5	HOMER	c.1371	?  
5	MOLESWORTH	c.1379	?  
5	RAKṢITA	c.1386	?  
5	BROCKHAUS.	c.149	?  
5	VAṂŚABR.	c.1507	? 
5	MIKLOSICH	c.154	Franz Miklosich (1813-1891) a Slovene philologist 
5	SAJJANA	c.1565	?  
5	MAHĀBHĀṢYA	c.1624	?  
5	KĀTYĀYANA	c.1635	?  
5	YAJURVEDA	c.169	?  
5	HAṬṬAC.	c.1690	? 
5	NARASIṂHA-P.	c.1704	? 
5	TRIPRAŚNAV.	c.1722	?  
5	BOPP.	c.177	?  
5	POTT	c.1886	?  
5	BHAVADEVABHAṬṬA	c.262	?  
5	ŚIVAP.	c.267	ŚIVAPURĀṆA ?  
5	GAṬĀDH.	c.273	?  
5	RATNĀKARA	c.279	?  
5	AMṚTAVINDŪP.	c.282	?  
5	RUDRAYĀM.	c.283	?  
5	TITHYĀDITATTVA	c.285	?  
5	DRAVYAGUṆA	c.297	?  
5	HAḌḌA	c.316	?  
5	MUṆḌAMĀLĀTANTRA	c.318	?  
5	NĀGEŚA	c.320	?  
5	CAKRAPĀṆIDATTA	c.329	?  
5	JATĀDH.	c.333	?  
5	ĀHNIKĀCĀRAT.	c.335	?  
5	ŚĀTĀTAPA	c.339	?  
5	ĀGNEYA-P.	c.385	ĀGNEYAPURĀṆA? 
5	Or. und Occ.	c.408	? 
5	SĀṂSK. K.	c.421	? 
5	WHITE	c.455	 ? 
5	AVADĀNAŚ.	c.478	?  
5	SARASVATĪK.	c.486	?  
5	TRIR.	c.488	?  
5	KĀLAC.	c.490	?  
5	KĀTHĀS.	c.491	?  
5	SĀDHANAM.	c.494	?  
5	SAṂSKṚTAPĀṬHOP.	c.504	?  
5	ADHYĀTMAR.	c.567	?  
5	DATTAKAC.	c.618	?  
5	ŚVETĀŚV.	c.624	?  
5	GIT.	c.645	?  
5	UTT.	c.664	?  
5	AIT.	c.672	?  
5	NĀRAS. P.	c.777	? 
5	PRAYOGARATNA	c.803	?  
5	HARIBHAKTIVILĀSA	c.807	?  
5	KULĀRṆAVA	c.853	?  
5	UPALEKHA	c.863	?  
5	SĀRASUNDARĪ	c.901	?  
5	VINĀYAKA	c.904	?  
5	NAYANĀNANDA	c.912	?  
5	KARKA	c.916	?  
5	MAITR.	c.946	?  
5	SARVASĀROP.	c.959	?  
5	JAGADDHARA	c.971	?  
4	KĀTY. ANUKR.	1.028g	ANUKRAMAṆIKĀ des  ? [Cologne addition]
4	ŚĀRṄG.	1.071	ŚĀRṄGADHARA.
4	GĪTAG.	1.110a	GĪTAGOVINDA, ed. LASSEN (GILD. Bibl. 168).
4	HARISV.	1.121	HARISVĀMIN, ein Scholiast des ŚAT. BR.
4	YOGAT.	1.142	YOGATATTVA, S. Ind. St. 2, 49.
4	Journ. as.	1.143	Journal asiatique.
4	NĪTIPR.	1.228	NĪTIPRADĪPA in HAEB. Chr. S. 526--528.
4	UTT. RĀMAC.	1.299	UTTARA-RĀMACARITRA, ed. Calc. (GILD. Bibl. 212).
4	VĪRAM.	1.321	VĪRAMITRODAYA.
4	AIT. ĀR.	2.001	AITAREYĀRAṆYAKA; nach Mittheilungen von A. WEBER.
4	Berichte d. k. s. G. d. Ww.	2.003a	? {2.003} 
4	YUKTIKALPAT.	2.019	YUKTIKALPATARU von BHOJARĀJA; nach Anführungen im&#13;&#10;ŚKDR.
4	MUIR, Sanskr. Texts	3.009	Original Sanskrit Texts on the origin and progress of the Religion and Instituti
4	ATHARVAŚ. UP.	c.019	ATHARVAŚIKHĀ. UPANIṢAD. ? 
4	Journ. of the As. S. of Beng.	c.022c	? 
4	Journ. of the As. Soc. of Bombay	c.022d	Journ. of the As. Soc. of Bombay 
4	BHĀRAVI	c.037	? 
4	ŚĀŚV.	c.1124	?  
4	ŚRUTI	c.1142	?  
4	KATY.	c.1158	?  
4	PRĀYAŚCITTAVIVEKA	c.1221	?  
4	ŚṚNGĀRAT.	c.1242	?  
4	BHĀGAVṚTTI	c.1268	?  
4	KEŚAVA	c.1272	?  
4	NIRUKTA	c.1374	?  
4	SOM.	c.1378	?  
4	VARĀHAMIHIRA	c.1384	?  
4	ŚIVA	c.1397	?  
4	VAIG.	c.1440	?  
4	UTPALINĪ	c.1494	?  
4	TROYER.	c.150	?  
4	PISCHEL	c.151	?  
4	COLEBROOKE	c.1549	?  
4	GOL. TRIPR.	c.1550	?  
4	DHANURVEDA	c.1611	?  
4	KṢĪRASVĀMIN	c.1631	?  
4	VOPADEVA	c.166	?  
4	JYOTIṢA.	c.167	?  
4	KĀṬHOP.	c.1678	? 
4	WINDISCHMANN	c.171	Friedrich Heinrich Hugo Windischmann (1811-1861), philologist ? 
4	MADHYAG.	c.1725	?  
4	TRIPRAŚNĀDHY.	c.1729	?  
4	JOHNS. Sel.	c.172a	?  
4	MĀDHAVA.	c.173	?  
4	BHAGRAHAYUTI	c.1760	?  
4	KĀLANIRṆAYA	c.1786	?  
4	KĀD. (ed. Calc. 1862)	c.186a	KĀD.(?), Calcutta edition  
4	AJAYAK.	c.1875	?  
4	NĀRĀYAṆA	c.1885	?  
4	WESTERGAARD, Radd.	c.1918	?  
4	LASSEN, Institt. linguae pracr.	c.2002	?  
4	LASSEN, Institt. linguae pr.	c.2002b	?  
4	LIKHITA	c.2004	?  
4	SAUNĀGA	c.2052	?  
4	WEBER, Ind. Streifen	c.2172	? 
4	MĀDHAVAKARA	c.277	?  
4	UṆADIVṚ.	c.280	?  
4	KALPA	c.284	?  
4	SUBHŪTICANDRA	c.288	?  
4	GAURĪ	c.291	?  
4	RATIRAHASYA	c.293	?  
4	JAGADĪŚA	c.294	?  
4	KAPILAS.	c.296	?  
4	DHYĀNAVINDŪP.	c.308	?  
4	KRAMADĪPIKĀ	c.309	?  
4	GOVINDAR.	c.310	?  
4	PITĀMAHA	c.319	?  
4	VOPĀLITA	c.323	?  
4	VĀRĀHĪTANTRA	c.324	?  
4	EKĀDAŚĪTATTVA	c.327	?  
4	VENĪS.	c.330	?  
4	BHOJA	c.336	?  
4	SAMAYĀMṚTA	c.338	?  
4	ŚRĪHARṢA	c.340	?  
4	GOTAMA	c.344	?  
4	DRAVY.	c.346	?  
4	SĀMUDRAKA	c.348	?  
4	ĀTMOP.	c.350	?  
4	ALBRECHT WEBER	c.382	? 
4	J. MUIR	c.402	? 
4	Orient und Occident	c.408b	? 
4	REGNIER	c.412	? 
4	Rosse	c.418a	? 
4	Journ. R. As. S.	c.419b	?  
4	RÜCKERT	c.420	? 
4	WILKINS	c.457	 ? 
4	WILKINS Ms.	c.457a	WILKINS  Ms.=  ? 
4	RASATAR.	c.487	?  
4	KAṬHĀS.	c.489	?  
4	MAHĀVĪR.	c.492	?  
4	ŚĀNTIK.	c.493	?  
4	UTTARARĀMAK.	c.497	?  
4	UPAK.	c.502	?  
4	MAHĀNĀṬ.	c.506	?  
4	DAM̃PATĪŚ.	c.507	?  
4	MĀRK.	c.508	?  
4	RĀGHAVAPĀṆḌ.	c.511	?  
4	MUDR.	c.513	?  
4	PR.	c.531	?  
4	PRĀYAŚCITTENDUŚ.	c.532	?  
4	ANUP.	c.540	?  
4	KRIYĀYOGAS.	c.555	?  
4	LASS.	c.572	?  
4	PRAD.	c.589	?  
4	VARAR.	c.605	?  
4	SŪRYAŚ.	c.654	?  
4	TARĀN.	c.665	?  
4	LAGHŪJ.	c.688	?  
4	DATTAKAM.	c.700	?  
4	VIVĀDĀC.	c.707	?  
4	Berichte d. k. s. Ges. d. Ww. phil.-hist.	c.758	{2.003} ? 
4	AVADĀNAKALPALATĀ	c.792	?  
4	KARAKA	c.799	?  
4	PĀDMOTTARAKHAṆḌA	c.801	?  
4	UTKALAKHAṆḌA	c.804	?  
4	VEDĀNTASŪTRA	c.819	?  
4	NĀGĀNANDA	c.821	?  
4	KUNTĀPA	c.824	?  
4	ŚĀKAṬĀYANA	c.840	?  
4	PARIBHĀṢĀ	c.851	?  
4	Verz. der Pet. H.	c.891	? 
4	MATHUR.	c.903	?  
4	MUK.	c.906	?  
4	KULL	c.908	?  
4	KALIṄGA	c.921	?  
4	TEJOVINDŪP.	c.922	?  
4	ĀRYABHAṬṬA	c.924	?  
4	SAṂGĪTADARPAṆA	c.938	?  
4	PRĀYAŚCITTATATTVA	c.948	?  
4	MEDHĀT.	c.956	?  
4	KĀMAŚĀSTRA	c.965	?  
4	PARIŚ.	c.975	?  
4	ABHINANDA	c.985	?  
3	AK. ed. COLEBR.	1.010a	? AMARAKOṢA nach der Ausgabe von COLEBROOKE 
3	AMARAD.	1.012	AMARADATTA.
3	BHAV. P.	1.043	BHAVIṢYAPURĀṆA.
3	BṚH. ĀR.	1.051a	? BṚHADĀRAṆYAKOPANIṢAD, nach der Ausgabe von RÖER in der Bibliotheca indica. 
3	ŚAṂKARA	1.065b	ŚAṂKARA o= ŚAṂKARA (ein Scholiast des ŚĀKUNTALA) und ŚAM̃- KARĀCĀRYA.
3	Gel. Anzz. d. k. b. Ak. d. Ww.	1.107	Gelehrte Anzeigen. Herausgegeben von Mitgliedern der k. bayer. Akademie der Wiss
3	GOVINDABH.	1.114	GOVINDABHAṬṬA.
3	YAJÑAD. (LOIS.)	1.139	YAJÑNADATTABADHA, ou la mort de YAJÑNADATTA, épisode&#13;&#10;du RAMAYANA, publi
3	KĀLID.	1.149	KĀLIDĀSA.
3	LAGHUJĀT.	1.180a	VARĀHAMIHIRA'S LAGHUJĀTAKA. 
3	PAÑCATANTRA	1.232a	PAÑCATANTRA
3	PURUṢ.	1.245	PURUṢOTTAMA, ein Lexicograph (unter Anderm auch Ver-&#13;&#10;fasser des TRIK. u
3	SAUN.	1.273	SAUNĀGA, s. die Einleitung zu BÖHTLINGK'S Ausgabe des PĀṆINI,&#13;&#10;S. XLVI.
3	SUVARṆAPR.	1.285	SUVARṆAPRABHĀSA, ein buddhistisches Werk.
3	BENFEY, SV.	1.286a	SĀMAVEDA. Die Hymnen des SĀMA-VEDA, herausgegeben, übersetzt und mit Glossar ver
3	Vārtt.	1.309	Vārttika von KĀTYĀYANA in BÖHTLINGK'S Ausg. des PĀṆINI.
3	Verz. d. Pet. Hdschr.	1.316c	? 
3	Zeitschr. f. vgl. Spr.	1.337b	Zeitschrift für vergleichende Sprachforschung auf dem Gebiete des Deutschen, Gri
3	ROTH, Zur Lit. u. G. d. W.	1.339c	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
3	MUṆḌAMĀLĀT.	2.031	MUṆḌAMĀLĀTANTRA; nach Anführungen im ŚKDR.
3	PARĀŚARA-P.	2.033a	PARĀŚARAPADDHATI; nach Anführungen im ŚKDR. 
3	SUBH.	2.040	SUBRŪTI, ein Schol. des AK.; nach Anführungen im ŚKDR.
3	VĀR. P.	2.048	VĀRĀHAPURĀṆA.
3	KAṬHINĀV.	3.007	KAṬHINĀVADĀNA, handschriftlich in der Pariser Bibliothek,&#13;&#10;nach Mittheil
3	BANERJEA, Dial.	4.001a	Dialogues on the Hindu Philosophy, comprising the Nyaya, the Sankhya, the Vedant
3	PK.	4.010	PĀRŚVANĀTHAKĀVYA, in AUFRECHT'S Index zum HALĀYUDHA.
3	Journ. of the As. Soc. of Beng.	c.022c1	? 
3	Journ. of the As. Soc. of B.	c.022e	Journ. of the As. Soc. of Bombay ? 
3	BĀLARĀM.	c.024a	? 
3	BAUDHĀYANA	c.030	? 
3	SĀHASĀṄKA	c.1005	?  
3	VIDYĀVINODA	c.1052	?  
3	ŚABDAC	c.1066	?  
3	VAIDYAKA	c.1105	?  
3	STENZ.	c.113a	?  
3	HṚD.	c.1222	?  
3	WIND.	c.125	?  
3	PADMAP.	c.1258	?  
3	NIRṆAYASINDHU	c.1284	?  
3	A. WEBER	c.1360	? 
3	HOEFER	c.1372	?  
3	HARADATTA	c.1375	?  
3	TAITTIRĪYA	c.1376	?  
3	BOLL.	c.1380	?  
3	SAṂGĪTAŚĀSTRA.	c.1381	?  
3	SĀMAVEDA	c.1383	?  
3	VEDĀNTA	c.1413	?  
3	KIELHORN	c.1427	?  
3	DIEZ	c.1458	?  
3	NAL.	c.1461	?  
3	JOHAENTGEN	c.1483	?  
3	ANEKĀRTHA	c.1520	?  
3	Chr.	c.1546	?  
3	KAURMA-P.	c.1551	?  
3	SĀṂKHYA	c.1557	?  
3	MĀDHY.-Rec.	c.1560	?  
3	GOL. GRAHAṆAV.	c.1572	?  
3	SŪTRA	c.159	?  
3	GOLDSTÜCKER	c.1598	?  
3	UPAPURĀṆA	c.1619	?  
3	GOL. GOLAB.	c.1620	?  
3	MĀNAVA	c.1622	?  
3	HANUMANT	c.163	?  
3	PISCHEL.	c.164	?  
3	GOL. BHUVANAK.	c.1643	?  
3	DVIVEDAG.	c.1675	? 
3	PRATIJÑĀS.	c.1715	?  
3	MADHYAGATIV.	c.1723	?  
3	GOLASVAR.	c.1724	?  
3	UTTARAKH.	c.1728	?  
3	YANTRĀDHY.	c.1730	?  
3	KĀRTTIKAM.	c.1731	?  
3	SPHUṬAG.	c.1732	?  
3	ŚĀRṄG. PADDH. NĪTI	c.1763	?  
3	ĀRYABHAṬĪYA	c.1771	?  
3	KĀŚYAPA	c.178	?  
3	ŚĀK. BÖHTL.	c.1808	? 
3	COLEBR. Gr.	c.1846	?  
3	KULĀCĀRYAKĀRIKĀ	c.1872	?  
3	AV. PAR.	c.1887	?  
3	Kap.	c.1898	?  
3	BHṚGU	c.1949	? 
3	LASSEN, Pent.	c.2007	?  
3	LASSEN, Institt. l. pr.	c.2022d	?  
3	CH.	c.2025	? 
3	Monatsb. d. Berl. Ak.	c.2031	? 
3	Monatsber. der Berl. Ak.	c.2033	? 
3	PISCHEL, de Gramm. prācr.	c.2075	? 
3	MĀNAV.	c.2091	?  
3	WILSON, Th. of the Hindus	c.2092	?  
3	SĀRASVATĀBHIDHĀNA	c.2102	? 
3	ŚUK. (Pet. Hdschr.)	c.2171	? 
3	RUDRAY.	c.283a	?  
3	AMṚTANĀDOP.	c.298	?  
3	PRAKṚTIKHAṆḌA	c.300	?  
3	AṄGIRAS	c.301	?  
3	NYĀSA	c.302	?  
3	MĀDHAVAKĀRA	c.304	?  
3	CHANDOGAPAR.	c.306	?  
3	BHAIṢAJYARATNĀVALĪ	c.307	?  
3	PRAYOGĀMṚTA	c.311	?  
3	BHĀVAPRAKĀŚA	c.312	?  
3	KĀVYACANDRIKĀ	c.328	?  
3	MĀGHA	c.331	?  
3	BHOJARĀJA	c.332	?  
3	KAVIKALP.	c.334	?  
3	ANANTASAM̃HITĀ	c.342	?  
3	PARAMAHAM̃SOP.	c.347	?  
3	VRAJABHAKTIVILĀSA	c.351	?  
3	NṚS. TĀP.	c.364b	NṚSIṂHATĀPANĪYOPANIṢAD ? 
3	B.	c.377b	BÖHTLINGK ?  usu. preceded by 'z.'
3	AMṚTABINDŪP	c.380	? 
3	AMARAKOṢA	c.381	? 
3	DHARMA-P.	c.396	DHARMAPURĀṆA ? 
3	GAṆEŚA-P.	c.399	GAṆEŚAPURĀṆA ? 
3	J. R. As. S.	c.419c	?  
3	SHAKESP.	c.428	? 
3	STEVENSON	c.431a	? 
3	SUPADMAVYĀKARAṆA	c.432a	? 
3	VAS.	c.444	 ? 
3	VṚDDHA-KĀṆ.	c.447	 ? 
3	Vie de Hiouen-thsang	c.449a	 ? 
3	WARREN	c.453	 ? 
3	GOT.	c.498	?  
3	BHĀṬṬ.	c.499	?  
3	DHĀT.	c.500	?  
3	GHAT.	c.503	?  
3	DṚṢTĀNTAŚ.	c.505	?  
3	SUNDOP.	c.509	?  
3	PRATYABDAŚ.	c.516	?  
3	ṚGVIDH.	c.520	?  
3	YAJÑ.	c.522	?  
3	DĀYAKRAMAS.	c.525	?  
3	UPAG.	c.526	?  
3	KARMAPR.	c.529	?  
3	KĀLAM.	c.538	?  
3	SĀDHANAMĀLĀT.	c.539	?  
3	ŚULVAPARIŚ.	c.549	?  
3	RATN.	c.551	?  
3	BHAGRAHAY.	c.554	?  
3	INDRAL.	c.557	?  
3	RĀGHAV.	c.558	?  
3	NĪTIS.	c.564	?  
3	BHĀṢAP.	c.601	?  
3	SARVARŚANAS.	c.637	?  
3	BHŪRTAS.	c.644	?  
3	VEDĀNTAPARIBH.	c.656	?  
3	TAR.	c.661	?  
3	RATNĀVADĀNAM.	c.720	?  
3	KHANDOM.	c.733	?  
3	ŚĀŚVATA.	c.756	? 
3	KAVITĀMṚTAKŪPA	c.800	?  
3	YAṢT	c.805	?  
3	YAŚNA	c.809	?  
3	KṚṢISAṂGRAHA	c.813	?  
3	BHAGAVATĪ	c.816	?  
3	MAHĀNĀṬAKA	c.852	?  
3	DAŚABHŪMĪŚVARA	c.866	?  
3	MAHĀNIRVĀṆATANTRA	c.914	?  
3	KĀMAŚ.	c.920	?  
3	PRACETAS	c.925	?  
3	PIṄGALA	c.927	?  
3	RASABHA	c.931	?  
3	UDVĀHATATTVA	c.932	?  
3	VAIDYABH.	c.935	?  
3	LĪLĀVATĪ	c.941	?  
3	CHANDOGAPARIŚIṢṬA	c.943	?  
3	BHAIṢAJYARATNĀV.	c.947	?  
3	MATHURĀNĀTHA	c.952	?  
3	VARṆAVIVEKA	c.960	?  
3	ŚUBHAṂKARA	c.963	?  
3	SVARODAYA	c.968	?  
3	ĀGAMA	c.970	?  
3	DURGOTSAVAPADDHATI	c.981	?  
3	PRAYOGASĀRA	c.987	?  
2	HAUGHTON, A Dict. BENG. and S.	1.005a	HAUGHTON, A Dict. BENG. and S. 
2	AMṚTAV. UP.	1.013	AMṚTAVINDŪPANIṢAD.
2	ĀNANDAV.	1.016	ĀNANDAVALLĪ.
2	ANNAṂBH.	1.019	ANNAM̃BHAṬṬA.
2	Asiat. Res.	1.025a	Asiatick Researches 
2	VS. ANUKR.	1.028c	ANUKRAMAṆIKĀ des  ? [Cologne addition]
2	BṚH. ĀR. UP. (POL.)	1.052	id., in der Ausgabe von POLEY (GILD. Bibl. 78).
2	Bullet. hist.-phil.	1.055a	Bulletin historico-philologique de l'Académie Im- périale des sciences de St.-Pé
2	BURNOUF Intr.	1.056a	BURNOUF, Introduction à l'histoire du Buddhisme indien. Tome premier. Paris 1844
2	Alg.	1.080a	COLEBR. Algebra ? 
2	DHYĀNAV. UP.	1.094	DHYĀNAVINDŪPANIṢAD.
2	DVIVED.	1.100	DVIVEDAGAṄGA, ein Scholiast des MĀDHYAM̃DINA-ĀRAṆYAKA u. s. w.
2	GOT. S.	1.113	GOTAMA'S SŪTRĀṆI, s. NYĀYA-S.
2	Hort. beng.	1.130	Hortus bengalensis. Serampore 1814. 8vo, citirt nach HAUGHTON'S Wörterbuch.
2	WEBER, Ueber das RĀMĀYAṆA	1.135c	? 
2	KATHĀSARITSĀGARA	1.156a	KATHĀSARITSĀGARA 
2	KULLŪKA	1.174a	KULLŪKA, ein Scholiast des MANU, vollständig abgedruckt unter andern in der Calc
2	KUNT.	1.176	KUNTĀPA, zehn Lieder, welche einen besondern Abschnitt&#13;&#10;von AV. Buch 20 
2	WEBER. Lit.	1.188a	Akademische Vorlesungen über Indische Literatur- geschichte. Gehalten von A. WEB
2	M. ed. Calc.	1.190a	MANU'S Gesetzbuch, Calcutta edition 
2	MAHOP.	1.198	MAHOPANIṢAD.
2	MĀṆD. UP.	1.204	MĀṆḌŪKYOPANIṢAD in der Bibliotheca indica.
2	MBH. ed. Calc.	1.210a	MAHĀBHĀRATA, Calcutta edition 
2	MṚCCH. ed. Calc.	1.216a	MṚCCHAKAṬIKĀ, Calcutta edition [Cologne addition]
2	PAÑCAV.	1.233a	PAÑCAVIṂŚABRĀHMAṆA ? [Cologne addition]
2	PRABODHACANDRODAYA	1.239b	PRABODHACANDRODAYA ? {Cologne Addition]
2	RAGH. ed. ST.	1.252c	RAGHUVAṂŚA, ed. STENZLER (GILD. Bibl. 134). 
2	SARVOP. S.	1.272	SARVOPANIṢATSĀRA.
2	TAITT. PR.	1.289a	PRĀTIŚĀKHYA zur TAITTIRĪYASAM̃HITĀ. ? 
2	TEJOV. UP.	1.291	TEJOVINDŪPANIṢAD.
2	TS. ANUKR.	1.295	ANUKRAMANIKĀ der TS. Hdschr.
2	Verz. d. KOP. H.	1.315a	WESTERGAARD'S Verzeichniss der Kopenhagener Sanskrit-Handschriften in: Codices o
2	Verz. d. P. H.	1.316a	? 
2	Verz. d. PET. H.	1.316b	? 
2	VOPAD.	1.326a	VOPADEVA'S Grammatik, nach BÖHTLINGK'S Ausgabe (GILD. Bibl. 249, {%a.%} S. 170).
2	Z. f. d. W. d. Spr.	1.336	Zeitschrift für die Wissenschaft der Sprache. Herausgegeben von Dr. A. HOEFER.
2	Zur Lit. u. G. des W.	1.339f	Zur Literatur und Geschichte des Weda. Drei Abhandlungen von RUDOLPH ROTH. Stutt
2	Berichte der k. s. G. d. Ww.	2.003b	{2.003} 
2	SAṂSKĀRAT.	2.038	SAṂSKĀRATATTVA; nach Anführungen im ŚKDR.
2	SMARAD.	2.039	SMARADĪPIKĀ, ein Werk über Erotik; nach Anführungen&#13;&#10;im ŚKDR.
2	SUKHAB.	2.041	SUKHABODHA; nach Anführungen im ŚKDR.
2	VEDĀNTAS. [Allah.]	2.049a	A Lecture on the Vedánta, embracing the text of&#13;&#10;the Vedánta-Sára. Allah
2	VIDAGDHAMUKHAM.	2.052	VIDAGDHAMUKHAMAṆḌANA; nach Anführungen im&#13;&#10;ŚKDR.
2	J. Am. Or. Soc.	3.004a	Journal of the American Oriental Society. ? 
2	Journ. of the Am. S.	3.004b	Journal of the American Oriental Society. x a. a. O. S.
2	RATNAG.	4.012	ĀRYAPRAJÑĀPĀRAMITĀRATNAGUṆASAM̃CAYAGĀTHĀ, handschriftlich&#13;&#10;im Asiat. Mus
2	NĀNĀRTHADHVANIMAÑJARĪ	c.014a	NĀNĀRTHADHVANIMAÑJARĪ  
2	BHĀM.	c.035	BHĀMINĪVILĀSA ? 
2	AŚOKĀVADĀNA	c.064b	AŚOKĀVADĀNA ?  
2	GAṆITĀDHY. UDAY.	c.074b	 ?  
2	RĀSALĪLĀ	c.1009	?  
2	BṚHADDEV.	c.1010	?  
2	BURNELL	c.1026	?  
2	AINSL	c.103a	AINSLIE ?  
2	DHANVANTARI	c.1044	?  
2	MĪM.	c.1058	?  
2	VIVĀDĀRṆAVASETU	c.1067	?  
2	RĀJAŚEKHARA	c.1068	?  
2	UJJVALAD.	c.1081	?  
2	PURUṢOTTAMA	c.1082	?  
2	BHAKTIRASĀMṚTASINDHU	c.1085	?  
2	KUSUMĀÑJALI	c.1097	?  
2	VIKRAMĀDITYAKOŚA	c.1099	?  
2	ŚRĀDDHATATTVA	c.1119	?  
2	SMARADĪP.	c.1130	?  
2	BRAHMOPANIṢAD	c.1136	?  
2	LAUGĀKṢI	c.1139	?  
2	KULADĪPIKĀ	c.1153	?  
2	ALAṂKĀRAKAUSTUBHA	c.1167	?  
2	KARMAVIPĀKA	c.1182	?  
2	JĀBĀLA	c.1189	?  
2	PATTRAKAUMUDĪ	c.1195	?  
2	SĀRAKAUMUDĪ	c.1198	?  
2	DĀNASĀGARA	c.1211	?  
2	RAMĀNĀTHA	c.1212	?  
2	SAṂSKṢIPTAS.	c.1213	?  
2	KAVIKALPATARU	c.1215	?  
2	ŚĀRADĀTILAKA	c.1246	?  
2	ĀCĀRANIRṆAYAT.	c.1247	?  
2	ARUṆADATTA	c.1252	?  
2	MĀLAMĀSAT.	c.1264	?  
2	DĀMODARA	c.1269	?  
2	SAMAYAPRADĪPA	c.1283	?  
2	DURGOTSAVAPADDH.	c.1292	?  
2	CAṆḌIN	c.1307	?  
2	ANEKĀRTHAKOṢA	c.1308	?  
2	SATKṚTYAMUKTĀVALĪ	c.1313	?  
2	SIDDHĀNTAMUKTĀVALĪ	c.1337	?  
2	SAṂGĪTADĀMODARA	c.1338	?  
2	EKĀRTHASAṂGRAHA	c.1342	?  
2	RĀYAM	c.1344	?  
2	Ṛt.	c.1355	? 
2	Pat. a. a. O.	c.1364	? 
2	ANEKĀRTHADHVANIM.	c.1377	?  
2	GRIMM	c.1382	?  
2	PADMAN.	c.1390	?  
2	ŚAṂKARAJAYA	c.1391	?  
2	MADHU	c.1393	?  
2	ŚABDASTOMAMAHĀNIDHI.	c.1398	?  
2	PLINIUS	c.1431	?  
2	NYĀYA	c.1432	?  
2	MITĀKṢARĀ	c.1434	?  
2	GANARATNAM.	c.1441	?  
2	BRĀHM.	c.1453	?  
2	DHĀTUPĀṬHA	c.1454	?  
2	MED	c.1469	?  
2	PŪNĀ	c.1475	?  
2	J.	c.148	?  
2	MUGDHAB.	c.1495	?  
2	ĀRYABHAṬA, SIDDH.	c.1511	?  
2	ŚĀKUNTALA	c.1527	?  
2	DṚKK.	c.1563	?  
2	VṚDDHAMANU	c.1564	?  
2	GOLĀDH.	c.1569	?  
2	GOVARDH. ĀRYĀS.	c.1577	?  
2	DHAMMAPADA	c.1579	?  
2	MAHĀBHĀRATA	c.1583	?  
2	SAṂKṢIPTASĀRA	c.1586	?  
2	SKANDAPURĀṆA	c.1595	?  
2	Lit. Centr.	c.1612	?  
2	DELBRÜCK	c.1615	?  
