source,inheritor,source_size,inheritor_size,intersection,containment,lift,pmi,rare_cont_2,src_rare_2,rare_cont_3,src_rare_3,rare_cont_5,src_rare_5,excl_pair,source_year,inheritor_year,temporal_plausible,both_in_L0
PWKVN,IEG,14995,7575,440,0.0293,1.82,0.864,0.0,463,0.0,2971,0.0036,9703,0,n/a,1966,True,False
PWKVN,INM,14995,9454,516,0.0344,1.71,0.774,0.0,463,0.0,2971,0.0032,9703,0,n/a,1904,True,False
PWKVN,KRM,14995,1698,111,0.0074,2.048,1.034,0.0,463,0.0,2971,0.0,9703,0,n/a,1965,True,False
PWKVN,LAN,14995,4726,709,0.0473,4.701,2.233,0.0,463,0.0,2971,0.0007,9703,0,n/a,1884,True,False
PWKVN,LRV,14995,48259,2510,0.1674,1.63,0.705,0.0,463,0.0,2971,0.0031,9703,0,n/a,1889,True,False
PWKVN,MCI,14995,2325,155,0.0103,2.089,1.063,0.0,463,0.0,2971,0.0002,9703,0,n/a,1993,True,False
PWKVN,MW72,14995,51159,3036,0.2025,1.859,0.895,0.0,463,0.0,2971,0.0024,9703,0,n/a,1872,True,False
PWKVN,PE,14995,6623,399,0.0266,1.888,0.917,0.0,463,0.0,2971,0.0011,9703,0,n/a,1975,True,False
PWKVN,PGN,14995,470,22,0.0015,1.467,0.553,0.0,463,0.0,2971,0.0001,9703,0,n/a,1978,True,False
PWKVN,PUI,14995,11730,577,0.0385,1.541,0.624,0.0,463,0.0,2971,0.0027,9703,0,n/a,1951,True,False
PWKVN,SHS,14995,46730,2549,0.17,1.709,0.773,0.0,463,0.0,2971,0.0,9703,0,n/a,1900,True,False
PWKVN,SKD,14995,40817,361,0.0241,0.277,-1.851,0.0,463,0.0,2971,0.0016,9703,0,n/a,1886,True,False
PWKVN,SNP,14995,448,41,0.0027,2.868,1.52,0.0,463,0.0,2971,0.0,9703,0,n/a,1974,True,False
PWKVN,VCP,14995,48636,2703,0.1803,1.741,0.8,0.0,463,0.0,2971,0.0072,9703,0,n/a,1873,True,False
PWKVN,VEI,14995,3704,308,0.0205,2.605,1.382,0.0,463,0.0,2971,0.0005,9703,0,n/a,1912,True,False
PWKVN,WIL,14995,43939,2449,0.1633,1.746,0.804,0.0,463,0.0,2971,0.0001,9703,0,n/a,1832,True,False
PWKVN,YAT,14995,44720,2537,0.1692,1.778,0.83,0.0,463,0.0,2971,0.0013,9703,0,n/a,1846,True,False
SCH,KRM,28455,1698,189,0.0066,1.838,0.878,0.0,9208,0.0,11872,0.0001,19371,0,1928,1965,True,True
SCH,PGN,28455,470,35,0.0012,1.23,0.298,0.0,9208,0.0,11872,0.0001,19371,0,1928,1978,True,False
SHS,ACC,46730,32576,1179,0.0252,0.364,-1.458,0.0,1554,0.0,4282,0.0017,10895,0,1900,1962,True,True
SHS,ACPH,46730,1453,712,0.0152,4.927,2.301,0.0,1554,0.0,4282,0.0006,10895,0,1900,1896,False,False
SHS,ACSJ,46730,634,380,0.0081,6.026,2.591,0.0,1554,0.0,4282,0.0002,10895,0,1900,1896,False,False
SHS,GRA,46730,11108,2867,0.0614,2.595,1.376,0.0,1554,0.0,4282,0.0004,10895,0,1900,1873,False,True
SHS,LAN,46730,4726,2914,0.0624,6.199,2.632,0.0,1554,0.0,4282,0.0017,10895,0,1900,1884,False,False
SHS,MCI,46730,2325,797,0.0171,3.447,1.785,0.0,1554,0.0,4282,0.0003,10895,0,1900,1993,True,True
SHS,PE,46730,6623,2145,0.0459,3.256,1.703,0.0,1554,0.0,4282,0.0013,10895,0,1900,1975,True,False
SHS,PGN,46730,470,114,0.0024,2.439,1.286,0.0,1554,0.0,4282,0.0001,10895,0,1900,1978,True,False
SHS,PWKVN,46730,14995,2549,0.0545,1.709,0.773,0.0,1554,0.0,4282,0.0,10895,0,1900,n/a,True,False
SHS,SNP,46730,448,290,0.0062,6.508,2.702,0.0,1554,0.0,4282,0.0003,10895,0,1900,1974,True,False
SHS,VEI,46730,3704,1389,0.0297,3.77,1.915,0.0,1554,0.0,4282,0.0001,10895,0,1900,1912,True,True
SKD,BEN,40817,17036,1576,0.0386,1.065,0.091,0.0,26383,0.0,31649,0.0001,34309,0,1886,1866,False,True
SKD,CAE,40817,38484,1702,0.0417,0.509,-0.974,0.0,26383,0.0,31649,0.0005,34309,1,1886,1891,True,True
SKD,CCS,40817,28751,1528,0.0374,0.612,-0.709,0.0,26383,0.0,31649,0.0005,34309,1,1886,1887,True,True
SKD,GRA,40817,11108,713,0.0175,0.739,-0.437,0.0,26383,0.0,31649,0.0001,34309,1,1886,1873,False,True
SKD,GST,40817,6761,210,0.0051,0.358,-1.484,0.0,26383,0.0,31649,0.0,34309,0,1886,1856,False,True
SKD,LAN,40817,4726,649,0.0159,1.581,0.661,0.0,26383,0.0,31649,0.0,34309,0,1886,1884,False,False
SKD,PGN,40817,470,26,0.0006,0.637,-0.651,0.0,26383,0.0,31649,0.0,34309,0,1886,1978,True,False
SKD,PWKVN,40817,14995,361,0.0088,0.277,-1.851,0.0,26383,0.0,31649,0.0005,34309,0,1886,n/a,True,False
SNP,ABCH,448,11584,209,0.4665,18.922,4.242,0.0,25,0.0,37,0.0147,68,0,1974,1896,False,False
SNP,ACC,448,32576,25,0.0558,0.805,-0.313,0.0,25,0.0,37,0.0,68,0,1974,1962,False,False
SNP,ACSJ,448,634,5,0.0112,8.271,3.048,0.0,25,0.0,37,0.0147,68,0,1974,1896,False,False
SNP,AP90,448,34277,88,0.1964,2.692,1.429,0.0,25,0.0,37,0.0,68,0,1974,1890,False,False
SNP,ARMH,448,6673,143,0.3192,22.475,4.49,0.0,25,0.0,37,0.0,68,0,1974,1861,False,False
SNP,BEN,448,17036,174,0.3884,10.712,3.421,0.0,25,0.0,37,0.0294,68,0,1974,1866,False,False
SNP,BHS,448,17777,64,0.1429,3.776,1.917,0.0,25,0.0,37,0.0,68,0,1974,1953,False,False
SNP,BOP,448,8505,105,0.2344,12.948,3.695,0.0,25,0.0,37,0.0,68,0,1974,1847,False,False
SNP,BUR,448,19146,172,0.3839,9.422,3.236,0.0,25,0.0,37,0.0,68,0,1974,1866,False,False
SNP,CAE,448,38484,197,0.4397,5.369,2.425,0.0,25,0.0,37,0.0,68,0,1974,1891,False,False
SNP,CCS,448,28751,175,0.3906,6.384,2.674,0.0,25,0.0,37,0.0,68,0,1974,1887,False,False
SNP,FRI,448,7775,63,0.1406,8.498,3.087,0.0,25,0.0,37,0.0,68,0,1974,1956,False,False
SNP,GRA,448,11108,41,0.0915,3.871,1.953,0.0,25,0.0,37,0.0,68,0,1974,1873,False,False
SNP,GST,448,6761,11,0.0246,1.706,0.771,0.0,25,0.0,37,0.0,68,0,1974,1856,False,False
SNP,INM,448,9454,63,0.1406,6.989,2.805,0.0,25,0.0,37,0.0,68,0,1974,1904,False,False
SNP,KRM,448,1698,4,0.0089,2.471,1.305,0.0,25,0.0,37,0.0,68,0,1974,1965,False,False
SNP,LAN,448,4726,40,0.0893,8.877,3.15,0.0,25,0.0,37,0.0,68,0,1974,1884,False,False
SNP,MCI,448,2325,28,0.0625,12.63,3.659,0.0,25,0.0,37,0.0,68,0,1974,1993,True,False
SNP,MD,448,20103,184,0.4107,9.599,3.263,0.0,25,0.0,37,0.0,68,0,1974,1893,False,False
SNP,MW72,448,51159,240,0.5357,4.92,2.299,0.0,25,0.0,37,0.0147,68,0,1974,1872,False,False
SNP,PD,448,104959,11,0.0246,0.11,-3.186,0.0,25,0.0,37,0.0,68,0,1974,1976,True,False
SNP,PE,448,6623,67,0.1496,10.61,3.407,0.0,25,0.0,37,0.0,68,0,1974,1975,True,False
SNP,PGN,448,470,3,0.0067,6.694,2.743,0.0,25,0.0,37,0.0,68,0,1974,1978,True,False
SNP,PUI,448,11730,105,0.2344,9.388,3.231,0.0,25,0.0,37,0.0147,68,0,1974,1951,False,False
SNP,PWKVN,448,14995,41,0.0915,2.868,1.52,0.0,25,0.0,37,0.0,68,0,1974,n/a,True,False
SNP,SHS,448,46730,290,0.6473,6.508,2.702,0.0,25,0.0,37,0.0441,68,0,1974,1900,False,False
SNP,STC,448,23986,174,0.3884,7.608,2.928,0.0,25,0.0,37,0.0,68,0,1974,1932,False,False
SNP,VEI,448,3704,58,0.1295,16.422,4.038,0.0,25,0.0,37,0.0,68,0,1974,1912,False,False
SNP,WIL,448,43939,291,0.6496,6.946,2.796,0.0,25,0.0,37,0.0294,68,0,1974,1832,False,False
SNP,YAT,448,44720,296,0.6607,6.942,2.795,0.0,25,0.0,37,0.0294,68,0,1974,1846,False,False
STC,ABCH,23986,11584,4726,0.197,7.992,2.998,0.0,2221,0.0,4088,0.0009,7858,0,1932,1896,False,False
STC,ACSJ,23986,634,211,0.0088,6.519,2.705,0.0,2221,0.0,4088,0.0,7858,0,1932,1896,False,False
STC,PGN,23986,470,77,0.0032,3.209,1.682,0.0,2221,0.0,4088,0.0,7858,0,1932,1978,True,False
STC,SNP,23986,448,174,0.0073,7.608,2.928,0.0,2221,0.0,4088,0.0,7858,0,1932,1974,True,False
STC,WIL,23986,43939,9181,0.3828,4.093,2.033,0.0,2221,0.0,4088,0.0028,7858,0,1932,1832,False,True
VCP,PWKVN,48636,14995,2703,0.0556,1.741,0.8,0.0,5955,0.0,7491,0.0044,15836,0,1873,n/a,True,False
VEI,ABCH,3704,11584,1106,0.2986,12.111,3.598,0.0,492,0.0,585,0.0018,1095,0,1912,1896,False,False
VEI,ACPH,3704,1453,89,0.024,7.77,2.958,0.0,492,0.0,585,0.0,1095,0,1912,1896,False,False
VEI,ACSJ,3704,634,35,0.0094,7.003,2.808,0.0,492,0.0,585,0.0009,1095,0,1912,1896,False,False
VEI,AP90,3704,34277,672,0.1814,2.487,1.314,0.0,492,0.0,585,0.0009,1095,0,1912,1890,False,True
VEI,ARMH,3704,6673,864,0.2333,16.424,4.038,0.0,492,0.0,585,0.0,1095,0,1912,1861,False,False
VEI,BEN,3704,17036,1320,0.3564,9.829,3.297,0.0,492,0.0,585,0.0009,1095,0,1912,1866,False,True
VEI,BHS,3704,17777,354,0.0956,2.526,1.337,0.0,492,0.0,585,0.0027,1095,0,1912,1953,True,True
VEI,BOP,3704,8505,847,0.2287,12.633,3.659,0.0,492,0.0,585,0.0018,1095,0,1912,1847,False,True
VEI,BUR,3704,19146,1151,0.3107,7.626,2.931,0.0,492,0.0,585,0.0018,1095,0,1912,1866,False,True
VEI,GST,3704,6761,70,0.0189,1.313,0.393,0.0,492,0.0,585,0.0,1095,0,1912,1856,False,True
VEI,KRM,3704,1698,107,0.0289,7.993,2.999,0.0,492,0.0,585,0.0009,1095,0,1912,1965,True,True
VEI,LAN,3704,4726,698,0.1884,18.735,4.228,0.0,492,0.0,585,0.0018,1095,0,1912,1884,False,False
VEI,MCI,3704,2325,259,0.0699,14.131,3.821,0.0,492,0.0,585,0.0,1095,0,1912,1993,True,True
VEI,PGN,3704,470,26,0.007,7.017,2.811,0.0,492,0.0,585,0.0,1095,0,1912,1978,True,False
VEI,PWKVN,3704,14995,308,0.0832,2.605,1.382,0.0,492,0.0,585,0.0046,1095,0,1912,n/a,True,False
VEI,SHS,3704,46730,1389,0.375,3.77,1.915,0.0,492,0.0,585,0.0009,1095,0,1912,1900,False,True
VEI,SNP,3704,448,58,0.0157,16.422,4.038,0.0,492,0.0,585,0.0,1095,0,1912,1974,True,False
VEI,WIL,3704,43939,1365,0.3685,3.941,1.978,0.0,492,0.0,585,0.0009,1095,0,1912,1832,False,True
VEI,YAT,3704,44720,1360,0.3672,3.858,1.948,0.0,492,0.0,585,0.0018,1095,0,1912,1846,False,True
WIL,ACC,43939,32576,1112,0.0253,0.365,-1.454,0.0,995,0.0,3650,0.0007,9924,0,1832,1962,True,True
WIL,ACPH,43939,1453,684,0.0156,5.034,2.332,0.0,995,0.0,3650,0.0007,9924,0,1832,1896,True,False
WIL,ACSJ,43939,634,380,0.0086,6.409,2.68,0.0,995,0.0,3650,0.0004,9924,0,1832,1896,True,False
WIL,AP90,43939,34277,8520,0.1939,2.658,1.41,0.0,995,0.0,3650,0.0024,9924,0,1832,1890,True,True
WIL,ARMH,43939,6673,5198,0.1183,8.329,3.058,0.0,995,0.0,3650,0.0014,9924,0,1832,1861,True,False
WIL,FRI,43939,7775,3916,0.0891,5.386,2.429,0.0,995,0.0,3650,0.0006,9924,0,1832,1956,True,True
WIL,GRA,43939,11108,2665,0.0607,2.565,1.359,0.0,995,0.0,3650,0.0004,9924,0,1832,1873,True,True
WIL,INM,43939,9454,2850,0.0649,3.224,1.689,0.0,995,0.0,3650,0.0013,9924,0,1832,1904,True,True
WIL,LAN,43939,4726,2768,0.063,6.263,2.647,0.0,995,0.0,3650,0.0013,9924,0,1832,1884,True,False
WIL,MCI,43939,2325,770,0.0175,3.541,1.824,0.0,995,0.0,3650,0.0001,9924,0,1832,1993,True,True
WIL,PE,43939,6623,2101,0.0478,3.392,1.762,0.0,995,0.0,3650,0.0011,9924,0,1832,1975,True,False
WIL,PGN,43939,470,114,0.0026,2.594,1.375,0.0,995,0.0,3650,0.0001,9924,0,1832,1978,True,False
WIL,PUI,43939,11730,3072,0.0699,2.8,1.486,0.0,995,0.0,3650,0.002,9924,0,1832,1951,True,True
WIL,PWKVN,43939,14995,2449,0.0557,1.746,0.804,0.0,995,0.0,3650,0.0001,9924,0,1832,n/a,True,False
WIL,SNP,43939,448,291,0.0066,6.946,2.796,0.0,995,0.0,3650,0.0002,9924,0,1832,1974,True,False
WIL,STC,43939,23986,9181,0.2089,4.093,2.033,0.0,995,0.0,3650,0.0022,9924,0,1832,1932,True,True
WIL,VEI,43939,3704,1365,0.0311,3.941,1.978,0.0,995,0.0,3650,0.0001,9924,0,1832,1912,True,True
YAT,ABCH,44720,11584,8889,0.1988,8.062,3.011,0.0,2085,0.0,4420,0.0071,10319,0,1846,1896,True,False
YAT,ACC,44720,32576,1116,0.025,0.36,-1.474,0.0,2085,0.0,4420,0.0008,10319,0,1846,1962,True,True
YAT,ACPH,44720,1453,685,0.0153,4.953,2.308,0.0,2085,0.0,4420,0.0008,10319,0,1846,1896,True,False
YAT,ACSJ,44720,634,377,0.0084,6.247,2.643,0.0,2085,0.0,4420,0.0004,10319,0,1846,1896,True,False
YAT,GRA,44720,11108,2915,0.0652,2.757,1.463,0.0,2085,0.0,4420,0.0005,10319,0,1846,1873,True,True
YAT,LAN,44720,4726,2973,0.0665,6.609,2.724,0.0,2085,0.0,4420,0.0012,10319,0,1846,1884,True,False
YAT,MCI,44720,2325,775,0.0173,3.502,1.808,0.0,2085,0.0,4420,0.0001,10319,0,1846,1993,True,True
YAT,PGN,44720,470,113,0.0025,2.526,1.337,0.0,2085,0.0,4420,0.0001,10319,0,1846,1978,True,False
YAT,PWKVN,44720,14995,2537,0.0567,1.778,0.83,0.0,2085,0.0,4420,0.0013,10319,0,1846,n/a,True,False
YAT,SNP,44720,448,296,0.0066,6.942,2.795,0.0,2085,0.0,4420,0.0002,10319,0,1846,1974,True,False
YAT,VEI,44720,3704,1360,0.0304,3.858,1.948,0.0,2085,0.0,4420,0.0002,10319,0,1846,1912,True,True
