raw_k1,shared_with
itipara,PW
ityAliKita,PW
ityahe,PW
ityanta,PW
ityunmfSya,PW
ivarRa,PW
iyaDyE,PW
iyasita,PW
izIkatUla,PW
izitasena,PW
izuhata,PW
izukzepa,PW
izumArga,PW
izuparzin,PW
izuvaDa,PW
izvagrIya,PW
izwAhotrya,PW
izwApUrtin,PW
izwArTa,PW
izwakAciti,PW
izwakApaSu,PW
izwakApaTaka,PW
izwakApaTika,PW
izwakAsaMpad,PW
izwakEkaSataviDa,PW
izwakft,PW
izwasvizwakft,PW
izwiSrAdDa,PW
izwirUpa,PW
izwitva,PW
izwiyAjuka,PW
jANgalin,PW
jARqaka,PW
jAbAlaSruti,PW
jAgaram,PW
jAgarotsava,PW
jAgranmiSra,PW
jAlANgulika,PW
jAlahAsinI,PW
jAlakagardaBa,PW
jAlapad,PW
jAlapada,PW
jAlavarvurika,PW
jAmadagnyaka,PW
jAmbUnadapraBa,PW
jAmbavatIpati,PW
jAmbavataka,PW
jAmbavozWa,PW
jAnakIdehaBUza,PW
jAnakImantra,PW
jAnakInATaSarman,PW
jAnakInATaliNga,PW
jAnakIsahasranAmastotra,PW
jAnakIsvayaMvara,PW
jAnovAdika,PW
jAnumAtra,PW
jAnupracalana,PW
jAnuprahfta,PW
jAnvAkna,PW
jAraGnI,PW
jAramARa,PW
jAtIpattrI,PW
jAtIrasaPalA,PW
jAtaSilA,PW
jAtadoza,PW
jAtaprAya,PW
jAtarUpapraBa,PW
jAtasenya,PW
jAtatokA,PW
jAtiparRI,PW
jAtiparivftti,PW
jAtisasya,PW
jAtodaka,PW
jAtyutkarza,PW
jAtyutpala,PW
jAvanikA,PW
jAyala,PW
jAyampatI,PW
jEgIzavyeSvara,PW
jEnASrama,PW
jEnanagara,PW
jEnataraMgiRI,PW
jImUtasvana,PW
jImUtavarzin,PW
jIrRaSakti,PW
jIrRajvarahara,PW
jIrRajvarin,PW
jIrRaparRaja,PW
jIrRapattra,PW
jIrRatAjika,PW
jIrRatva,PW
jIrRaviza,PW
jIvAditya,PW
jIvAgAra,PW
jIvahiMsA,PW
jIvakoSa,PW
jIvakozaRI,PW
jIvanArha,PW
jIvanAyaka,PW
jIvanmriyamARa,PW
jIvantasvAmin,PW
jIvanvimukta,PW
jIvapattrapracAyikA,PW
jIvapfzwA,PW
jIvaputrapracAyikA,PW
jIvasidDi,PW
jIvatpitfkanirRaya,PW
jIvattokI,PW
jIvatyAga,PW
jIvavarDanI,PW
jIvavizaya,PW
jIvitAntaga,PW
jIvitAntakara,PW
jIvitaBUta,PW
jIvitada,PW
jIvitagfDnutA,PW
jIvitavyasaMdeha,PW
jIvitavyavizaya,PW
jIvitukAma,PW
jIvopAya,PW
jIvyopAya,PW
jUrRAhva,PW
jUwikA,PW
jYAnadIrGa,PW
jYAnagUha,PW
jYAnamUrti,PW
jYAnapAtra,PW
jYAnapata,PW
jYAnasaMtati,PW
jYAtidAsI,PW
jYatva,PW
jaGanacyuti,PW
jaGanyaBAva,PW
jaGanyaSAyin,PW
jaGanyakArin,PW
jaGanyasaMveSin,PW
jaNGAjaGanya,PW
jaNGAmAtra,PW
jaNGApiRqI,PW
jaNgalapaTa,PW
jaNgamana,PW
jaSas,PW
jagDapApman,PW
jaga,PW
jagadaRqaka,PW
jagadbIja,PW
jagadbimba,PW
jagadekacakzus,PW
jagadvyApAra,PW
jaganmuKa,PW
jaganniDi,PW
jagatIcara,PW
jagatprAsAha,PW
jagatprIti,PW
jagatpraDAna,PW
jagatprasidDa,PW
jagattuNga,PW
jahnuprajA,PW
jakkarI,PW
jalADvan,PW
jalAlUka,PW
jalAmoda,PW
jalAnila,PW
jalAntam,PW
jalArdrikA,PW
jalaDAraRa,PW
jalaPena,PW
jalaSAyitIrTa,PW
jalaSunaka,PW
jalacaYcala,PW
jalacakra,PW
jaladAtyaya,PW
jaladEvatya,PW
jaladvipa,PW
jalagambu,PW
jalajAkzI,PW
jalajambukA,PW
jalajasumanA,PW
jalajekzaRA,PW
jalajinI,PW
jalajinIbanDu,PW
jalakAmukA,PW
jalakalmaza,PW
jalakumBa,PW
jalaleKA,PW
jalamarkawa,PW
jalapIna,PW
jalapUrvakam,PW
jalapadavI,PW
jalaparRikA,PW
jalaparyAya,PW
jalapattana,PW
jalaprasaraRa,PW
jalapravAha,PW
jalarUpaka,PW
jalasUkara,PW
jalasUrya,PW
jalasUryaka,PW
jalasrAva,PW
jalatrAsin,PW
jalatumbikAnyAya,PW
jalavAluka,PW
jalavartikA,PW
jaleSvaratIrTa,PW
jamBIranagara,PW
jamaSva,PW
jamadagnitIrTa,PW
jambIranagara,PW
jambUprasTa,PW
jambudvIpavaralocana,PW
janAlaya,PW
janAntike,PW
janUrvAsas,PW
janaDAya,PW
janaDAyas,PW
janabAlikA,PW
janabAnDava,PW
janadAhasTAna,PW
janakAhvaya,PW
janamArI,PW
janamAraRa,PW
janamohinI,PW
janapAlaka,PW
janapadamaRqala,PW
janapadamahattara,PW
janapadodDvaMsanIya,PW
janapriyaPalA,PW
janmagfha,PW
janmajanmAntara,PW
janmaka,PW
janmakfta,PW
janmapaTa,PW
janmaprada,PW
janmatAra,PW
janmodayarkza,PW
jantukArI,PW
janturasa,PW
januHpadDati,PW
japAKyA,PW
japAkusumasaMniBa,PW
japyakarman,PW
jarABIta,PW
jarAkAsa,PW
jarAlakzman,PW
jarAsaMDajit,PW
jarAsaMDapura,PW
jarRu,PW
jaradvfkza,PW
jaraka,PW
jarantaka,PW
jaratkArvASrama,PW
jaratpittaSUla,PW
jarawI,PW
jarjaraka,PW
jasada,PW
jatumaya,PW
javanikAntara,PW
javayukta,PW
jawAjAla,PW
jawAmUlA,PW
jawAntA,PW
jawilI,PW
jayaBawa,PW
jayaBerI,PW
jayaGozA,PW
jayaSaNKa,PW
jayaSeKara,PW
jayadruma,PW
jayakArikA,PW
jayakIrti,PW
jayakarRa,PW
jayakeSi,PW
jayamalla,PW
jayanIrAjana,PW
jayanfsiMha,PW
jayapattra,PW
jayasvAmipura,PW
jayasvAmivirocana,PW
jayavAhana,PW
jayavana,PW
jayavatI,PW
jeta,PW
jfNga,PW
jiNgiRI,PW
jihmaSiras,PW
jihmamIna,PW
jihvASoDana,PW
jihvAlatA,PW
jihvAmaya,PW
jihvAstamBa,PW
jihvodBava,PW
jijIzu,PW
jijYAsAprastAva,PW
jimBajihvatA,PW
jinAMSajyA,PW
jinaSAsana,PW
jinaSatapaYjikA,PW
jinadAsa,PW
jinadattakaTAsamuccaya,PW
jinadeva,PW
jinajyA,PW
jinakalpa,PW
jinana,PW
jinasahasranAmastotra,PW
jinavftta,PW
jinayajYakalpa,PW
jineSa,PW
jirvi,PW
jitASva,PW
jitAhAra,PW
jitamanas,PW
jitendriyAhva,PW
jitma,PW
jivAjIva,PW
jizRugupta,PW
jizRuja,PW
joNgala,PW
juNgaka,PW
juNkaka,PW
juhUmagrIya,PW
juzkapura,PW
jvAlAnala,PW
jvAlArAsaBakAmaya,PW
jvAlamAlAkula,PW
jvalanakaRa,PW
jvalatpraBA,PW
jvalattva,PW
jvarAnta,PW
jvarAtIsAra,PW
jvaraDUmaketu,PW
jvarabrahmAstra,PW
jvarakzaya,PW
jvaranASinI,PW
jvarapralApa,PW
jyAbAReya,PW
jyApiRqaka,PW
jyAyastva,PW
jyezWAmalaka,PW
jyezWAvrata,PW
jyezWabrAhmaRa,PW
jyezWalakzmI,PW
jyezWatarikA,PW
jyogAmayAvin,PW
jyotirISvara,PW
jyotirbIja,PW
jyotizIka,PW
jyotizatattva,PW
jyotizprahIRa,PW
jyotizya,PW
jyotsnAmaya,PW
kAMdama,PW
kAMdiSI,PW
kAMsyaBAjana,PW
kAMsyaGana,PW
kAMsyakoSI,PW
kAMsyopadohana,PW
kANkata,PW
kARerin,PW
kARqAgni,PW
kARqAnukramaRI,PW
kARqAnukramaRikA,PW
kARqAnusamaya,PW
kARqaPala,PW
kARqaSAKA,PW
kARqakaRwa,PW
kARqakawu,PW
kARqamayI,PW
kARqapattra,PW
kARqapawI,PW
kARqapawaka,PW
kARqavAraRa,PW
kARvAyani,PW
kARvadeva,PW
kASikavastra,PW
kASimanuja,PW
kASmIradeSa,PW
kASmIrajIrakA,PW
kASmIraliNga,PW
kASmIravfkza,PW
kATakyAyanI,PW
kAYcIkalApa,PW
kAYcIpuraka,PW
kAYcIyamaka,PW
kAYcanANgadin,PW
kAYcanAcArya,PW
kAYcanAhva,PW
kAYcanaBUzA,PW
kAYcanaSfNgin,PW
kAYcanagarBa,PW
kAYcanakAnti,PW
kAYcanapurI,PW
kAYcanaruci,PW
kAYcukin,PW
kAYjikapUjA,PW
kAcabakayantra,PW
kAcakAmala,PW
kAcamAcI,PW
kAcamAza,PW
kAcatilaka,PW
kAdambarIbIja,PW
kAdambarIlocanAnanda,PW
kAhUza,PW
kAkAsyA,PW
kAkAtanI,PW
kAkOzWaka,PW
kAkaRAhvA,PW
kAkaRaka,PW
kAkabIjaka,PW
kAkacCardi,PW
kAkakadalI,PW
kAkakarkawI,PW
kAkakulAyaganDika,PW
kAkamArin,PW
kAkamezI,PW
kAkanI,PW
kAkani,PW
kAkaranti,PW
kAkarava,PW
kAkatindu,PW
kAkavASika,PW
kAkavErin,PW
kAkavaktra,PW
kAkezwaPalA,PW
kAkoli,PW
kAkuBabArhata,PW
kAkuvAc,PW
kAlAdika,PW
kAlAgniBErava,PW
kAlAgnirudratIrTa,PW
kAlAjAjI,PW
kAlAnalarasa,PW
kAlAntayama,PW
kAlApahAra,PW
kAlAtikramaRa,PW
kAlAvara,PW
kAlItattva,PW
kAlaKaRqahan,PW
kAlaSakti,PW
kAlaSibi,PW
kAlabIjaka,PW
kAladUta,PW
kAladeSaviBAga,PW
kAlagata,PW
kAlagupta,PW
kAlakUwIya,PW
kAlakavi,PW
kAlakuYja,PW
kAlamAlaka,PW
kAlamArtARqa,PW
kAlanemihara,PW
kAlapeSikA,PW
kAlapucCaka,PW
kAlasUkta,PW
kAlasaMKyA,PW
kAlasaMgraha,PW
kAlasidDAnta,PW
kAlaskanDin,PW
kAlatantrakavi,PW
kAlavAhana,PW
kAlavAluka,PW
kAlavfntikA,PW
kAlaviBAga,PW
kAlaviDfti,PW
kAlaviza,PW
kAlikAcArya,PW
kAlindIpati,PW
kAlivya,PW
kAlola,PW
kAmASaya,PW
kAmASramapada,PW
kAmaDenugaRita,PW
kAmaSAsana,PW
kAmaSEla,PW
kAmaSaronmAdinI,PW
kAmabala,PW
kAmabindu,PW
kAmacAravAdaBakza,PW
kAmadantikA,PW
kAmadevamaya,PW
kAmadohanA,PW
kAmadohinI,PW
kAmajani,PW
kAmakAkurava,PW
kAmakAntA,PW
kAmakalikA,PW
kAmakelirasa,PW
kAmakfta,PW
kAmakxpti,PW
kAmalAyani,PW
kAmalakIwa,PW
kAmalika,PW
kAmamoha,PW
kAmanIqA,PW
kAmapAlaka,PW
kAmaparRI,PW
kAmaparRikA,PW
kAmapriyakarI,PW
kAmarUpIyanibanDa,PW
kAmarUpatIrTa,PW
kAmarUpodBavA,PW
kAmasUkta,PW
kAmasaMkalpa,PW
kAmavarzin,PW
kAmavatsa,PW
kAmaveraRi,PW
kAmavivarjita,PW
kAmeSvaramodaka,PW
kAmeSvaratIrTa,PW
kAmezwa,PW
kAmimaha,PW
kAminIpriyA,PW
kAmivallaBa,PW
kAmoda,PW
kAmonmAdinI,PW
kAmotTApya,PW
kAmyezwitantra,PW
kAnanAnta,PW
kAnaqA,PW
kAndUrA,PW
kAndakAyana,PW
kAndaki,PW
kAndulA,PW
kAnerin,PW
kAntApurI,PW
kAntArapaTa,PW
kAntArekzu,PW
kAntalOha,PW
kAntapAzARa,PW
kAntikosala,PW
kApiYjalAda,PW
kApiYjalAdya,PW
kApilabali,PW
kApizWalakaWa,PW
kApizWalyA,PW
kApola,PW
kApotaretasa,PW
kArAvAsa,PW
kArAvI,PW
kArSa,PW
kAraRqavatI,PW
kArakAnvitA,PW
kAratantavikI,PW
kAravellikA,PW
kAravyA,PW
kAreRupAlAyana,PW
kArikAnibanDa,PW
kAritAnta,PW
kArkawya,PW
kArmAryAyaRi,PW
kArpUra,PW
kArttikIvrata,PW
kAruRyavedin,PW
kArudvezin,PW
kArukasidDAntin,PW
kAruvidA,PW
kAryAtipAtin,PW
kAryaBAj,PW
kAryanirvftti,PW
kAryaparicCeda,PW
kAryasama,PW
kAryavinirRaya,PW
kAryeSvara,PW
kArzRAjina,PW
kArzmaryamaya,PW
kArzuka,PW
kAsaka,PW
kAsaktika,PW
kAseruyajYika,PW
kAstUrika,PW
kAtTaka,PW
kAtyAyanamAhAtmya,PW
kAtyAyanatantra,PW
kAveraRi,PW
kAvyagozWI,PW
kAvyatva,PW
kAyaSudDi,PW
kAyamAnikaniketana,PW
kAyasTAlI,PW
kAyasTikA,PW
kAyavaDa,PW
kAzAyavAsas,PW
kAzAyavasana,PW
kAzWADirohaRa,PW
kAzWAguru,PW
kAzWIrasa,PW
kAzWaBakzaRa,PW
kAzWaBeda,PW
kAzWaBid,PW
kAzWaGawana,PW
kAzWagarBa,PW
kAzWakIya,PW
kAzWapawwa,PW
kAzWapradAna,PW
kAzWarajanI,PW
kAzWarajju,PW
kAzWasArivA,PW
kAzWavAstuka,PW
kAzWavallI,PW
kAzeya,PW
kEMdAsAyana,PW
kEMkalAyana,PW
kEMnara,PW
kESorakaguggulu,PW
kEcCikila,PW
kEdarBa,PW
kElAsaSiKaravAsin,PW
kElAsapati,PW
kElikila,PW
kEralI,PW
kEravabanDu,PW
kEtavAyani,PW
kEvartamustA,PW
kEvartamustaka,PW
kEwaBArdana,PW
kEwaBaBid,PW
kEwaBadviz,PW
kEwaBeSvaralakzaRa,PW
kEyyawa,PW
kIdfgvarRa,PW
kIkawaka,PW
kIkawin,PW
kIlAlOzaDi,PW
kIlAlapeSas,PW
kIlanIya,PW
kIlapAdikA,PW
kIrRapuzpa,PW
kIrodBUta,PW
kIrtisAra,PW
kIwAri,PW
kIwanAman,PW
kIwayoni,PW
kONkaRodBUta,PW
kORqinyaka,PW
kORqodari,PW
kOSAmBas,PW
kOSikAraRya,PW
kOSikatva,PW
kOTumaka,PW
kOberatIrTa,PW
kOberiRI,PW
kOberikeya,PW
kOcumArayoga,PW
kOdrAyaRaka,PW
kOdravIRaka,PW
kOhalIya,PW
kOhaqi,PW
kOkuRqihi,PW
kOlUna,PW
kOlamArga,PW
kOlavArRava,PW
kOmArapraBftyaka,PW
kOmAravratacArin,PW
kOmBakArya,PW
kOmBakarRa,PW
kOmedura,PW
kOmudIjIvana,PW
kOmudIrajanI,PW
kOmudItaru,PW
kOntAlI,PW
kOntala,PW
kOrukAtya,PW
kOsalyAnandana,PW
kOsalyeya,PW
kOstuBIya,PW
kOstuBaBft,PW
kOstuBaDAman,PW
kOstuBoras,PW
kOsumBaka,PW
kOtukamaya,PW
kOwilyaSAstra,PW
kOwiryA,PW
kOzAravi,PW
kOzItakyupanizad,PW
kOzWika,PW
kOzmARqika,PW
kOzwacitka,PW
kUSmARqaka,PW
kUbarasTAna,PW
kUcIkA,PW
kUdImaya,PW
kUjitavya,PW
kUlbaja,PW
kUpaSaya,PW
kUpabila,PW
kUpajalodvAhana,PW
kUpakUrma,PW
kUpamaRqUkI,PW
kUrcaSIrzaka,PW
kUrcaparRI,PW
kUrmANga,PW
kUrmaramaRI,PW
kUrpaka,PW
kUrparita,PW
kUwAKyAna,PW
kUwabanDam,PW
kUwaleKa,PW
kUwasTadIpa,PW
kUwasaMGawitalakzaRa,PW
kUzmARqarAjaputra,PW
kaDi,PW
kaMjabAhu,PW
kaMsamardana,PW
kaMsapAtra,PW
kaMsavidrAvaRakarI,PW
kaNganIla,PW
kaNguka,PW
kaNgunIpattrA,PW
kaNkAlamAlaBArin,PW
kaNkAlamusala,PW
kaNkaRIka,PW
kaNkacit,PW
kaNkalatA,PW
kaPAntika,PW
kaPagaRqa,PW
kaPaprAya,PW
kaPavAtika,PW
kaPavErin,PW
kaPila,PW
kaRAhvA,PW
kaRAwIraka,PW
kaRWArava,PW
kaRWaBaNga,PW
kaRWaSoza,PW
kaRWacCeda,PW
kaRWamUlIya,PW
kaRWapIqA,PW
kaRWaprAvfta,PW
kaRWaroDa,PW
kaRWasTalI,PW
kaRWaviBUzaRa,PW
kaRaBaka,PW
kaRaja,PW
kaRqUjuz,PW
kaRqUlaBAva,PW
kaRqUra,PW
kaRqolapAda,PW
kaRvIyasaMhitAhoma,PW
kaRvasUtra,PW
kaRvavat,PW
kaRvaveda,PW
kaRwAlikA,PW
kaRwArikA,PW
kaRwakadalA,PW
kaRwakalatA,PW
kaRwapattra,PW
kaRwapattraPalA,PW
kaRwapattrikA,PW
kaRwapuNKikA,PW
kaSAGAta,PW
kaSAnipAta,PW
kaSambUka,PW
kaSikapAda,PW
kaSmalamaya,PW
kaSyapApatya,PW
kaSyapagrIva,PW
kaSyapasUnujyezWa,PW
kaSyapeSvaratIrTa,PW
kaTaMBAva,PW
kaTanika,PW
kaWaSruti,PW
kaWakOTuma,PW
kaWavallI,PW
kaWinAvadAna,PW
kaWinaPala,PW
kaWinaka,PW
kaWinekzu,PW
kaWoratArADipa,PW
kaYcidevA,PW
kaYcukozRIzin,PW
kaYcula,PW
kacCAlaMkAra,PW
kacCAntaruhA,PW
kacCAra,PW
kacCUrAkzasa,PW
kacCajA,PW
kacCezwa,PW
kacCuGna,PW
kacadugDikA,PW
kacaka,PW
kacora,PW
kadAhAra,PW
kadalIgarBA,PW
kadalIgarBa,PW
kadalIskanDa,PW
kadalIsuKam,PW
kadambaBramamaRqala,PW
kadambavallarI,PW
kadambavftta,PW
kadarTIkfti,PW
kadarTanIya,PW
kadaryaBAva,PW
kadindriyagaRa,PW
kadrURa,PW
kadrUka,PW
kadruja,PW
kahUza,PW
kajAsana,PW
kajjalamaya,PW
kakKawapattraka,PW
kakkarAja,PW
kakuBAkAra,PW
kakubBaRqa,PW
kakudarUpin,PW
kakuddruma,PW
kakuyazwikA,PW
kakzASrita,PW
kakzAgni,PW
kakzI,PW
kakzas,PW
kakzodaka,PW
kalARqI,PW
kalAbAhya,PW
kalApaKaYja,PW
kalApavarman,PW
kalAyasUpa,PW
kalaBaka,PW
kalaBava,PW
kalaDOtamaya,PW
kalaNkaleKA,PW
kalaSaBU,PW
kalaSayoni,PW
kalacuri,PW
kalahANkura,PW
kalahAkulA,PW
kalamasTAna,PW
kalaviNkasvara,PW
kalavikarRI,PW
kalavyAGra,PW
kalaya,PW
kalayaja,PW
kaliNgabIja,PW
kaliNgayava,PW
kaliSAsana,PW
kalidru,PW
kalikft,PW
kalikuYcikA,PW
kalinI,PW
kalindAtmajA,PW
kaliprada,PW
kalkidvAdaSIvrata,PW
kalmAzABiBava,PW
kalmAzapucCa,PW
kalpADikArin,PW
kalpANka,PW
kalpadrukalikA,PW
kalpadrumakalikA,PW
kalpadvIpa,PW
kalpanaviDi,PW
kalpanftya,PW
kalpapradIpa,PW
kalpapradIpikA,PW
kalpasidDAnta,PW
kalpatarurasa,PW
kalpavivaraRa,PW
kalpayitavya,PW
kalpetara,PW
kalpotTAyin,PW
kaluzAtman,PW
kaluzamaYjarI,PW
kalyARIdaSama,PW
kalyARIpaYcamIka,PW
kalyARIpaYcama,PW
kalyARIpriya,PW
kalyARIstotra,PW
kalyARabIja,PW
kalyARakIrti,PW
kalyARamandira,PW
kalyARamandirastotra,PW
kalyARapaYcakapUjA,PW
kalyARasattva,PW
kalyARasvAmikeSava,PW
kalyARavftta,PW
kalyotTAyin,PW
kamalAgrajA,PW
kamalAkaratIrTayAtrA,PW
kamalabAnDava,PW
kamalakIra,PW
kamalamaya,PW
kamalavadana,PW
kamalinIbanDu,PW
kamalinIkAnta,PW
kamalotpalamAlin,PW
kamandaka,PW
kambalAlukA,PW
kampANka,PW
kampIla,PW
kampikA,PW
kampillaka,PW
kampilvaka,PW
kampilya,PW
kampilyaka,PW
kanIyastva,PW
kanIyokzara,PW
kanakABa,PW
kanakAkara,PW
kanakAntaka,PW
kanakAvalI,PW
kanakaPala,PW
kanakakAra,PW
kanakaketakI,PW
kanakamAlA,PW
kanakaprasUna,PW
kanakapuzpI,PW
kanakapuzpikA,PW
kanakastamBA,PW
kanakeSvaratIrTa,PW
kandASana,PW
kandOzaDa,PW
kandUraka,PW
kandaja,PW
kandalAnta,PW
kandamUlaka,PW
kandasAraka,PW
kandasaMBava,PW
kandekzu,PW
kandila,PW
kandugfha,PW
kandukagfha,PW
kanizWAtreya,PW
kanizWaga,PW
kanizWamUla,PW
kanyAjAta,PW
kanyAja,PW
kapAlaSUlaKawvANgin,PW
kapAlapASin,PW
kapAlavajrin,PW
kapAwita,PW
kapItaka,PW
kapPilla,PW
kapardayakza,PW
kapawacIqA,PW
kapiSiras,PW
kapicUqa,PW
kapilADikA,PW
kapilASrama,PW
kapilAkzA,PW
kapilApati,PW
kapilaBAzya,PW
kapilaloha,PW
kapilasAMKyapravacana,PW
kapilolA,PW
kapinASana,PW
kapinAmaka,PW
kapinAsa,PW
kapinAsikA,PW
kapinfttA,PW
kapirasAQyA,PW
kapiromalatA,PW
kapitTaPala,PW
kapolapAli,PW
kapolapattra,PW
kapotabARA,PW
kapotahastaka,PW
kapotakIya,PW
kaputsala,PW
kaqacCaka,PW
kaqatkAra,PW
karAgraja,PW
karAlakesara,PW
karArgala,PW
karAroha,PW
karIzotTa,PW
karRAKya,PW
karRAdarSa,PW
karRAlaMkfti,PW
karRArDa,PW
karRArSas,PW
karRAtarda,PW
karRAvaDAna,PW
karRAwagOqa,PW
karRaDvanana,PW
karRaSUlin,PW
karRaSUnya,PW
karRaSazkulikA,PW
karRaSrAvin,PW
karRagfhIta,PW
karRagfhyA,PW
karRagiri,PW
karRahallikA,PW
karRaja,PW
karRajvara,PW
karRajyoti,PW
karRakarRikA,PW
karRakazAya,PW
karRakiwwa,PW
karRakuvalaya,PW
karRalatAmaya,PW
karRamowA,PW
karRamuni,PW
karRanAsA,PW
karRanIlotpala,PW
karRapIWa,PW
karRapattraka,PW
karRaprakASa,PW
karRapratInAha,PW
karRapurI,PW
karRaputraka,PW
karRaputrikA,PW
karRasaKa,PW
karRasuBaga,PW
karRatAlalatA,PW
karRatas,PW
karRavallI,PW
karRavezwakya,PW
karRaviwka,PW
karRaviza,PW
karRewiwwiBa,PW
karRikAraka,PW
karRikArapriya,PW
karRikikA,PW
karRorRa,PW
karaBagrAma,PW
karaBapriya,PW
karaRaneri,PW
karaRanerika,PW
karaRapadDati,PW
karaRatA,PW
karaRayati,PW
karaRqaPalaka,PW
karabadara,PW
karaculi,PW
karadvIpa,PW
karagrAham,PW
karahAra,PW
karahati,PW
karajapya,PW
karakABiGAta,PW
karakAmbu,PW
karakatoya,PW
karakawa,PW
karamBaBAga,PW
karamBapAtra,PW
karamaRqalin,PW
karamardaka,PW
karamocana,PW
karamokza,PW
karanTa,PW
karapAlaka,PW
karasPowa,PW
karaspanda,PW
karatantu,PW
karatfRa,PW
karavAlaputrI,PW
karavAli,PW
karavIravrata,PW
karavallI,PW
karavartam,PW
karavraRa,PW
karawAmuKa,PW
karburANgA,PW
karcUwikA,PW
kardamAKya,PW
kardamarAjan,PW
kardamavIsarpa,PW
kardamodBava,PW
karequka,PW
karikft,PW
karinAsA,PW
karipattra,PW
karkAhva,PW
karkAkza,PW
karkanDurohita,PW
karkarAhvA,PW
karkaracCadA,PW
karkarequ,PW
karkarequka,PW
karkarikarRa,PW
karkasvAmin,PW
karkavallI,PW
karkawAsTi,PW
karkawavallI,PW
karkeRata,PW
karketila,PW
karkiprasTa,PW
karkowaki,PW
karmAByAsa,PW
karmADyakza,PW
karmASritaBakta,PW
karmAravana,PW
karmaBUya,PW
karmaSa,PW
karmaSalya,PW
karmabAhulya,PW
karmacArin,PW
karmagranTipraTamavicAra,PW
karmahasta,PW
karmakarIBAva,PW
karmamAsa,PW
karmaraka,PW
karmasAraTi,PW
karmasaMvatsara,PW
karmasamApta,PW
karmasenIya,PW
karmaviparyaya,PW
karmaviroDin,PW
karpAsakI,PW
karpUradvIpa,PW
karpUraharidrA,PW
karpUramaya,PW
karpUravarza,PW
kartanasADana,PW
kartapatya,PW
kartapraskanda,PW
kartavE,PW
kartfgAmin,PW
kartfga,PW
kartfguptaka,PW
kartfsTa,PW
karviRI,PW
karzUSaya,PW
kasAra,PW
kasIya,PW
kasetu,PW
kastUrikAkuraNga,PW
kastUrikAmfgI,PW
kastUrikERI,PW
katTita,PW
katTitavya,PW
katiBeda,PW
katihAyana,PW
katipayAt,PW
katipayena,PW
katisaMKya,PW
katitiTa,PW
kavAwaka,PW
kavIndrakalpataru,PW
kavIndu,PW
kavacapattra,PW
kavalagrAha,PW
kavikamalasadman,PW
kavirAjavasuMDara,PW
kavirAjayati,PW
kavitAmftakUpa,PW
kavitvaratnAkara,PW
kavivfzan,PW
kavyaBojana,PW
kavyaBuj,PW
kavyavAqa,PW
kavyavah,PW
kawAlu,PW
kawAramalla,PW
kawIka,PW
kawIpawa,PW
kawUtkawaka,PW
kawUzaRa,PW
kawakagfha,PW
kawakavalayin,PW
kawakriyA,PW
kawamarda,PW
kawasTAla,PW
kawasaMGAta,PW
kawibanDa,PW
kawika,PW
kawivAsa,PW
kawolapAda,PW
kawuSfNga,PW
kawukAYjanI,PW
kawukArohiRI,PW
kawukiman,PW
kawukodaya,PW
kawumUla,PW
kawunizpAva,PW
kawupattra,PW
kawupattraka,PW
kawutrika,PW
kawuvallI,PW
kawwarinftya,PW
kazAyadaSana,PW
kazAyaka,PW
kazAyavaktratA,PW
kazotka,PW
kazwADika,PW
kazwArTa,PW
kazwaBAgineya,PW
kazwaguggula,PW
kazwamAtula,PW
kazwatva,PW
keSAda,PW
keSAli,PW
keSAmbu,PW
keSApahA,PW
keSadamanI,PW
keSahftPalA,PW
keSaluYcana,PW
keSamiSra,PW
keSamuzwika,PW
keSapraDarzaRa,PW
keSaromA,PW
keSastuka,PW
keSavapraBu,PW
keSaveza,PW
keSavyaparopaRa,PW
keSavyudAharaRa,PW
keSigfhapati,PW
keSoRqraka,PW
keYca,PW
kedAradeva,PW
kedArakawu,PW
kedArasetu,PW
kelISAlaBaYjikA,PW
kelIkalita,PW
kelawaka,PW
keliSEla,PW
kelikElAsa,PW
kelikoSa,PW
kelisAra,PW
kembuka,PW
kenipAtaka,PW
kesArukA,PW
kesarapura,PW
ketaki,PW
ketugaRa,PW
ketugrahavallaBa,PW
ketumAlaka,PW
kevAsI,PW
kevI,PW
kevUka,PW
kevalAnvayigranTa,PW
kevalabarhis,PW
kevalakarmin,PW
kevalamAnuza,PW
kevalavAtika,PW
kfSASa,PW
kfSAnuga,PW
kfSI,PW
kfSaDana,PW
kfSabudDi,PW
kfSacaYcu,PW
kfSakUwa,PW
kfSanAsa,PW
kfSapaSu,PW
kfSavftti,PW
kfcCraBAj,PW
kfcCraBojin,PW
kfcCradvAdaSarAtra,PW
kfcCrarUpa,PW
kfcCrasaMvatsara,PW
kfcCronmIla,PW
kfkaRWaka,PW
kfkalAsatva,PW
kfmidrava,PW
kfmijit,PW
kfmikarRaka,PW
kfmikft,PW
kfmilohaka,PW
kfmipUyavaha,PW
kfmipurIzakA,PW
kfmisU,PW
kfpARaketu,PW
kfpAkara,PW
kfpAsAgara,PW
kfpAyita,PW
kfpaRavarRa,PW
kfsarA,PW
kftASa,PW
kftAdara,PW
kftAgaska,PW
kftAnana,PW
kftAntara,PW
kftAnukftakArin,PW
kftArTanIya,PW
kftAtiTya,PW
kftaBUmi,PW
kftaDarma,PW
kftaSarman,PW
kftaSrAma,PW
kftadeSa,PW
kftakalpataru,PW
kftakftyaBAva,PW
kftanandana,PW
kftaniScayin,PW
kftapaRa,PW
