typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
SramBa,Srama,5,3,3,VCP WIL YAT,3
Sravaka,SravaRa,3,3,3,MW72 PW PWG,3
SravaRI,SravaRa,1,3,3,MW PW PWG,3
SrAta,vrAta,13,3,3,CAE MW MW72,3
SrAyat,SrAya,1,3,3,BUR MW MW72,3
SrAvizWa,SravizWa,1,3,3,MW PW PWG,3
SrIkarRa,SrIkara,3,3,3,MW PW PWG,3
SrIgrAma,SrIrAma,1,3,3,MW PW PWG,3
SrIcaRqa,SrIKaRqa,1,3,3,MW PW PWG,3
SrItala,SItala,2,3,3,MW PW PWG,3
SrIDana,SrIDara,2,3,3,MW PW PWG,3
SrIDra,SrIDara,1,3,3,MW PW PWG,3
SrIya,SrIla,7,3,3,MW PW PWG,3
SrISAnta,SrIkAnta,1,3,3,MW PW PWG,3
SrIsuKa,SrImuKa,1,3,3,ACC MW PW,3
SrIhara,SrIDara,2,3,3,MW PW PWG,3
Sruc,Sru,9,3,3,MW PW STC,3
Srutar,Sruta,1,3,3,MW PW PWG,3
SrutA,Sruti,3,3,3,LRV MD MW,3
SrutikIrti,SrutakIrti,1,3,3,MW PW PWG,3
SruDya,Srutya,1,3,3,MW PW PWG,3
Srek,srek,4,3,3,BEN MW MW72,3
SrezWA,SrezWa,1,3,3,ARMH LRV MW,3
Srezman,Slezman,1,3,3,MW PW PWG,3
SroRya,SroRa,2,3,3,MW PW PWG,3
SrOti,Sruti,2,3,3,MW PW PWG,3
Slaka,Saka,10,3,3,SKD VCP WIL,3
SlakzRana,SlakzRaka,1,3,3,MW PW PWG,3
SlakzRA,SlakzRa,1,3,3,BHS LRV MW,3
Slag,lag,5,3,3,LRV SHS YAT,3
Slaga,SlaTa,1,3,3,SKD VCP WIL,3
SlavaRa,SravaRa,2,3,3,MW72 PW PWG,3
SlAKa,SAKa,2,3,3,SKD VCP WIL,3
Sli,Sri,10,3,3,MW PW PWG,3
Slikyu,Sliku,1,3,3,LRV SHS VCP,3
Slu,Sru,8,3,3,MD MW MW72,3
Slokakft,lokakft,1,3,3,MW PW PWG,3
SvakarRa,aSvakarRa,1,3,3,MW PW PWG,3
Svapa,vapa,3,3,3,MW PW PWG,3
SvapAda,SvapAka,2,3,3,MW PW PWG,3
Svaya,Saya,6,3,3,LRV MW MW72,3
SvaSurIya,SvaSurya,1,3,3,MW PW PWG,3
Svastanika,aSvastanika,1,3,3,MW PW PWG,3
SvastanI,Svastana,1,3,3,AP LRV MW,3
SvAtr,SvAtra,1,3,3,MW PW PWG,3
SvAsita,vAsita,3,3,3,MW MW72 STC,3
Svid,vid,6,3,3,BUR LRV SHS,3
SvF,Svi,5,3,3,BUR WIL YAT,3
SvetanAman,SvetaDAman,1,3,3,MW PW PWG,3
Svetarasa,SvetaraTa,1,3,3,MW PW PWG,3
zaG,zaz,6,3,3,BUR MW SHS,3
zaNgava,aNgava,2,3,3,SHS WIL YAT,3
zac,zaz,11,3,3,BUR MW SHS,3
zawpaYcASa,zawpaYcASat,1,3,3,MW PW PWG,3
zaqaga,zaqaNga,2,3,3,MW PW PWG,3
zaqika,haqika,1,3,3,MW PW PWG,3
zaqgaRa,zaqguRa,2,3,3,MW PW PWG,3
zaRa,raRa,18,3,3,KRM VCP WIL,3
zaRqatA,caRqatA,1,3,3,MW PW PWG,3
zad,pad,21,3,3,BUR SHS YAT,3
zan,han,17,3,3,BUR SHS YAT,3
zana,vana,12,3,3,SKD VCP WIL,3
zarjUra,KarjUra,1,3,3,MW MW72 PWG,3
zazk,zaz,3,3,3,MW PW PWG,3
zazwija,zazwika,1,3,3,MW PW PWG,3
zah,zaz,11,3,3,BUR MW72 SHS,3
zADa,gADa,5,3,3,SKD VCP WIL,3
zAmila,vAmila,1,3,3,MW MW72 PWG,3
zAzwika,zazwika,2,3,3,MW PW PWG,3
zic,sic,4,3,3,BUR SHS YAT,3
ziw,zAw,11,3,3,MW72 SHS YAT,3
ziwa,viwa,3,3,3,KRM VCP WIL,3
ziD,viD,3,3,3,BUR SHS YAT,3
zila,kila,8,3,3,SKD VCP WIL,3
zUra,SUra,8,3,3,SKD VCP WIL,3
zUza,Uza,9,3,3,SKD VCP WIL,3
zela,Kela,9,3,3,SKD VCP WIL,3
zeva,deva,5,3,3,SKD VCP WIL,3
zoqa,Koqa,7,3,3,MW PW PWG,3
zWIvI,zWIva,1,3,3,MW PW PWG,3
zvida,vida,1,3,3,SKD VCP WIL,3
safkza,sadfkza,1,3,3,MW PW PWG,3
saMyaH,saMyat,2,3,3,AP AP90 SKD,3
saMyatin,saMyamin,1,3,3,MW PW PWG,3
saMyamat,saMyama,1,3,3,MW72 SHS WIL,3
saMyamya,saMyama,1,3,3,MW MW72 PW,3
saMyuD,saMyuj,2,3,3,MW MW72 STC,3
saMyojaka,saMyojana,1,3,3,MW MW72 PW,3
saMruc,saMruD,1,3,3,MW MW72 STC,3
saMvac,saMvat,2,3,3,MW MW72 STC,3
saMvatsarika,sAMvatsarika,1,3,3,MW PW PWG,3
saMvand,saMvad,1,3,3,MW MW72 STC,3
saMvartam,saMvarta,1,3,3,MW PW PWG,3
saMvahana,saMvanana,6,3,3,MW PW PWG,3
saMvAdaka,saMvAhaka,1,3,3,MW PW PWG,3
saMvAdya,saMvAda,2,3,3,MW MW72 PW,3
saMvAraRa,saMvaraRa,2,3,3,MW PW PWG,3
saMviDi,saMviDA,2,3,3,MW PW PWG,3
saMvfh,saMvfj,2,3,3,MW MW72 STC,3
saMvejana,saMveSana,2,3,3,MW PW PWG,3
saMveSya,saMveSa,2,3,3,MW PW PWG,3
saMveza,saMvega,3,3,3,MW PW PWG,3
saMvyavahArya,saMvyavahAra,1,3,3,MW PW PWG,3
saMvyATa,saMvyAna,1,3,3,MW PW PWG,3
saMvyAya,saMvyAna,1,3,3,MW PW PWG,3
saMvlaya,saMlaya,1,3,3,MW PW PWG,3
saMSayya,saMSaya,1,3,3,MW72 SHS WIL,3
saMSAna,saMyAna,5,3,3,MW PW PWG,3
saMSIta,saMvIta,3,3,3,MW PW PWG,3
saMSIti,saMgIti,1,3,3,MW PW SCH,3
saMsanana,saMvanana,3,3,3,MW PW PWG,3
saMsAraRa,saMsaraRa,2,3,3,MW PW PWG,3
saMsud,saMsad,1,3,3,CAE GRA PWG,3
saMsUcaka,saMsUcana,1,3,3,MW PW PWG,3
saMsvAra,saMskAra,3,3,3,CAE MW PW,3
saMhatya,saMhata,1,3,3,AP MW MW72,3
saMhAtya,saMhAta,1,3,3,MW PW PWG,3
saMhftya,saMhfta,1,3,3,MW72 SHS WIL,3
saMhfzwin,saMsfzwin,1,3,3,AP MW PW,3
sakarman,akarman,4,3,3,MW MW72 PW,3
sakAmam,sakAma,1,3,3,AP MW SHS,3
sakuSa,sakASa,3,3,3,MW PW STC,3
sakfta,sakft,6,3,3,MW PW PWG,3
sakoSa,sakASa,3,3,3,MW PW PWG,3
saktavya,vaktavya,2,3,3,MW PW PWG,3
sakTI,sakTi,2,3,3,GRA MW PW,3
sakzama,akzama,2,3,3,MW PW PWG,3
saK,sa,26,3,3,MW PW PWG,3
saKIya,saKya,2,3,3,MD MW MW72,3
sagaras,sagara,1,3,3,MW PW PWG,3
sagarI,sagara,3,3,3,MW PW PWG,3
sagma,sama,3,3,3,MW PW PWG,3
saGoza,suGoza,5,3,3,CAE MW PW,3
saMkakza,saMrakza,1,3,3,MW PW PWG,3
saMkala,sakala,6,3,3,MW PW PWG,3
saMkIrRA,saMkIrRa,1,3,3,AP LRV MW,3
saMkocita,saMkucita,1,3,3,MW PW PWG,3
saMgat,saMyat,5,3,3,MW PW PWG,3
saMgatin,saMgati,1,3,3,MW PW PWG,3
saNgava,aNgava,5,3,3,MW72 SHS VCP,3
saMgAda,saMvAda,1,3,3,BEN PW PWG,3
saMguRa,saguRa,2,3,3,MW PW PWG,3
saMgrAmika,sAMgrAmika,1,3,3,MW PW PWG,3
saMgrAmin,saMgrAhin,1,3,3,CAE MW PW,3
saMgrAmya,saMgrAma,1,3,3,MW PW PWG,3
saMGawa,saMkawa,2,3,3,MW PW PWG,3
saMGarzaRa,saMkarzaRa,1,3,3,MW PW PWG,3
sacInaka,satInaka,1,3,3,MW PW PWG,3
sacEla,sacela,1,3,3,CAE MW PW,3
sacCanda,svacCanda,1,3,3,CAE MW PW,3
sajanu,sajana,1,3,3,MW PW PWG,3
sajAni,sajAti,2,3,3,AP MW PW,3
saMcArya,saMcAra,1,3,3,MW PW PWG,3
saMcAlaka,saMcAraka,1,3,3,MW PW PWG,3
saMjA,saMjYA,3,3,3,AP90 LRV MW,3
sawwa,awwa,9,3,3,MW WIL YAT,3
sawwaya,sawwaka,1,3,3,ACC MW PW,3
saWI,saKI,6,3,3,MW MW72 SKD,3
saqa,saha,21,3,3,MW PW PWG,3
satantra,svatantra,2,3,3,MW PW PWG,3
satArA,satrA,1,3,3,MW PW PWG,3
satila,salila,3,3,3,MW PW PWG,3
satuNga,sutuNga,2,3,3,INM MW PW,3
satUla,samUla,2,3,3,MW PW PWG,3
satkriya,satkriyA,2,3,3,MW PW PWG,3
sattrya,sattra,1,3,3,MW PW PWG,3
satyakAya,satyakAma,1,3,3,MW PW PWG,3
satyaga,satyaka,1,3,3,MW PW PWG,3
satyajA,satyatA,1,3,3,MW PW PWG,3
satyaDfta,satyaDfti,1,3,3,MW PW PWG,3
satyApaya,satyApana,1,3,3,MD MW MW72,3
satyetara,savyetara,1,3,3,MW PW PWG,3
satvI,satI,1,3,3,MW PW PWG,3
sadAma,sakAma,2,3,3,CAE MW PW,3
sadfka,sadfkza,2,3,3,MW PW PWG,3
sadgava,saMgava,1,3,3,MW PW PWG,3
sadgraha,saMgraha,4,3,3,MW PW PWG,3
sadGana,sadana,1,3,3,MW PW PWG,3
sadvartaka,saMvartaka,1,3,3,MW PW PWG,3
sadviDAna,saMviDAna,1,3,3,MW PW PWG,3
sadvrata,savrata,1,3,3,MW PW PWG,3
saD,sa,26,3,3,PW PWG STC,3
saDanatA,sADanatA,1,3,3,MW PW PWG,3
saDamAd,saDamAda,1,3,3,GRA MW PWG,3
saDarmaka,sakarmaka,1,3,3,MW PW PWG,3
saDUmaka,aDUmaka,1,3,3,MW PW PWG,3
sanaKa,sanaka,3,3,3,MW PW PWG,3
sanandaka,sanandana,1,3,3,MW PW PWG,3
sanava,sanaka,4,3,3,MW PW PWG,3
sanigraha,anigraha,2,3,3,AP MW PW,3
sanitar,sanutar,1,3,3,CCS PW PWG,3
saMtAqana,saMtApana,1,3,3,CAE MW PW,3
santApya,santApa,1,3,3,MW72 SHS WIL,3
saMtozya,saMtoza,1,3,3,MW PW PWG,3
saMdIna,saMdAna,1,3,3,MW PW PWG,3
saMduh,saMdih,1,3,3,AP MW STC,3
saMdfSa,sadfSa,3,3,3,MW PW PWG,3
saMdfzwa,saMsfzwa,2,3,3,AP CAE MW,3
saMdola,saMdoha,1,3,3,MW PW PWG,3
saMDiga,saMDita,1,3,3,MW PW PWG,3
saMDija,saMDita,1,3,3,MW PW PWG,3
saMnaKa,saMnaya,1,3,3,CAE MW PW,3
sannada,annada,3,3,3,MW PW PWG,3
sannAman,sanAman,1,3,3,MW PW PWG,3
saMniDa,saMniBa,2,3,3,MW PW PWG,3
sanniDAya,sanniDAna,1,3,3,MW72 SHS WIL,3
saMnihana,saMnahana,1,3,3,MW PW PWG,3
saMneya,saMDeya,2,3,3,MW PW PWG,3
sapatnya,sapatna,2,3,3,MW PW PWG,3
sapAtra,apAtra,4,3,3,CAE MW PW,3
sapiDAna,apiDAna,1,3,3,MW PW STC,3
sapin,sarpin,2,3,3,MW PW PWG,3
saptakarRa,saptaparRa,1,3,3,MW PW PWG,3
saptacatvAriMSa,saptacatvAriMSat,1,3,3,MW PW PWG,3
saptadaSin,saptadaSan,1,3,3,MW PW PWG,3
saptala,saptama,4,3,3,MW PW PWG,3
saptaha,saptama,4,3,3,MW PW PWG,3
saptArci,saptArcis,1,3,3,MW PW PWG,3
saptASra,saptASva,1,3,3,MW PW PWG,3
sapratizWa,apratizWa,2,3,3,MW PW STC,3
sapraTa,saraTa,3,3,3,MW MW72 PW,3
sapreman,apreman,1,3,3,MW PW PWG,3
saPalI,saPala,1,3,3,CCS MW PW,3
sabarDu,sabanDu,1,3,3,GRA MW PW,3
sabda,abda,3,3,3,MW PW PWG,3
sabrAhmaRa,abrAhmaRa,1,3,3,MW PW PWG,3
sabva,sarva,2,3,3,MW PW PWG,3
saBa,saha,22,3,3,MW PW PWG,3
saBava,aBava,4,3,3,MW PW PWG,3
saBIti,sapIti,3,3,3,MW MW72 SCH,3
samat,sama,8,3,3,IEG MW MW72,3
samaTa,samaya,14,3,3,BHS MW PW,3
samadu,samada,2,3,3,MW PW PWG,3
samanana,samasana,1,3,3,MW PW PWG,3
samantra,samanta,3,3,3,CAE MW PW,3
samaBiDAv,samaBiDA,1,3,3,MW MW72 STC,3
samaBiyA,samaBiDA,1,3,3,MW MW72 STC,3
samayoga,samAyoga,1,3,3,MW PW PWG,3
samarata,samaraRa,1,3,3,MW PW PWG,3
samarc,samara,1,3,3,MW MW72 STC,3
samarTay,samarTa,1,3,3,CAE PW PWG,3
samard,samara,2,3,3,MW MW72 STC,3
samarpaka,samarpaRa,3,3,3,MW PW PWG,3
samarh,samara,1,3,3,MW MW72 STC,3
samarhaRa,samarpaRa,2,3,3,MW PW PWG,3
samAci,samADi,1,3,3,MW MW72 STC,3
samAtata,samAgata,2,3,3,AP MW MW72,3
samADAya,samADAna,2,3,3,MW72 SHS WIL,3
samADAv,samADA,1,3,3,MW MW72 STC,3
samAnana,samApana,2,3,3,MW PW PWG,3
samAnAsa,samAvAsa,1,3,3,MW PW PWG,3
samAnita,samAhita,2,3,3,SHS WIL YAT,3
samApA,samADA,2,3,3,MW MW72 STC,3
samABA,samADA,1,3,3,MW MW72 STC,3
samAmya,samAya,1,3,3,MW PW PWG,3
samAyA,samAKyA,6,3,3,MW MW72 STC,3
samArTa,samarTa,1,3,3,MW PW PWG,3
samAlamBam,samAlamBa,1,3,3,CAE MW PW,3
samASritya,samASrita,1,3,3,MW72 SHS WIL,3
samAsatti,samApatti,2,3,3,MW PW PWG,3
samAhArya,samAhAra,1,3,3,MW PW PWG,3
samitf,samiti,7,3,3,BUR MW STC,3
samIpI,samIpa,2,3,3,MW PW PWG,3
samIzita,samIhita,2,3,3,CAE MW MW72,3
samu,sama,7,3,3,MW PW PWG,3
samuttAna,samutTAna,1,3,3,MW PW PWG,3
samutsukay,samutsuka,1,3,3,CAE PW PWG,3
samudAgata,samudAgama,1,3,3,BHS MW MW72,3
samudAhAra,samudAcAra,1,3,3,BHS MW PW,3
samudgala,samudgama,2,3,3,MW PW PWG,3
samudya,samudra,4,3,3,MW MW72 STC,3
samunnayat,samunnaya,1,3,3,MW72 SHS WIL,3
samunnIta,samunnata,1,3,3,AP MW MW72,3
samupAsTA,samupasTA,1,3,3,MW MW72 STC,3
samUhaka,samUhana,1,3,3,MW PW PWG,3
samUhat,samUha,1,3,3,MW72 SHS WIL,3
samfc,samfD,1,3,3,MW MW72 STC,3
saMpat,saMyat,3,3,3,AP AP90 STC,3
saMpadvara,saMyadvara,1,3,3,LRV PW PWG,3
saMpAwa,saMpuwa,2,3,3,LRV PW PWG,3
saMpAda,saMvAda,3,3,3,LRV PW PWG,3
saMpratI,saMprati,1,3,3,AP AP90 STC,3
saMb,sarb,3,3,3,AP AP90 LRV,3
saMbadDa,asaMbadDa,2,3,3,AP AP90 CAE,3
saMbuD,saMruD,1,3,3,AP AP90 STC,3
saMBakta,saMsakta,2,3,3,AP AP90 CAE,3
saMBakza,saMrakza,1,3,3,CAE PW PWG,3
saMBara,saMvara,6,3,3,CAE PW PWG,3
saMBAzita,saMBAvita,1,3,3,AP AP90 PW,3
saMBid,saMvid,1,3,3,AP AP90 STC,3
saMBrAnti,saMkrAnti,1,3,3,CAE PW PWG,3
saMman,sadman,1,3,3,AP AP90 STC,3
saMmayana,saMcayana,1,3,3,CAE PW PWG,3
saMmarza,saMharza,3,3,3,PW PWG STC,3
sammA,samA,1,3,3,BUR MW MW72,3
saMmuKA,saMmuKa,1,3,3,AP BHS LRV,3
sayati,ayati,1,3,3,MW PW PWG,3
sayava,ayava,2,3,3,MW PW PWG,3
sarakta,saraka,3,3,3,MW PW PWG,3
saraRy,saraRa,4,3,3,GRA PW PWG,3
saratva,paratva,2,3,3,MW PW PWG,3
sarasA,saramA,7,3,3,LRV MW SKD,3
sarAwa,sarawa,5,3,3,MW MW72 PWG,3
sariH,sarit,2,3,3,AP AP90 SKD,3
sarika,saraka,10,3,3,MW PW PWG,3
sariRyu,saraRyu,1,3,3,MW PW PWG,3
sarita,harita,10,3,3,BHS MW MW72,3
sarI,strI,21,3,3,AP MW SKD,3
sarudBava,samudBava,1,3,3,MW PW PWG,3
sarkza,saroza,1,3,3,MW PW PWG,3
sargaka,saraka,2,3,3,MW PW PWG,3
sargya,sarga,3,3,3,MW PW PWG,3
sarjjana,sajjana,2,3,3,SHS WIL YAT,3
sarpat,sarpa,2,3,3,MW MW72 SHS,3
sarpabanDa,sargabanDa,1,3,3,MW PW PWG,3
sarpizka,sArpizka,1,3,3,MW PW PWG,3
sarpOzaDi,sarvOzaDi,1,3,3,MW PW PWG,3
sarvagu,sarvaga,1,3,3,MW PW PWG,3
sarvaja,sarvajYa,4,3,3,MW PW PWG,3
sarvajYA,sarvajYa,1,3,3,AP MW PUI,3
sarvatara,sarvatra,1,3,3,MW PW PWG,3
sarvaMdamana,sarvadamana,1,3,3,MW PW PWG,3
sarvapA,sarvadA,3,3,3,MW PW PWG,3
sarvaBuj,sarpaBuj,1,3,3,MW PW PWG,3
sarvavarman,sarvakarman,1,3,3,MW PW PWG,3
sarvasara,sarvasaha,1,3,3,MW PW PWG,3
sarvasAha,sarvasaha,1,3,3,MW PW PWG,3
sarvA,sarva,2,3,3,INM LRV PE,3
sarvAvasu,arvAvasu,1,3,3,MW PW PWG,3
salada,jalada,6,3,3,MW PW PWG,3
salya,satya,15,3,3,MW PW PWG,3
sallakzya,saMlakzya,1,3,3,MW PW PWG,3
sallApa,saMlApa,1,3,3,MW PW PWG,3
salhaRa,kalhaRa,1,3,3,MW PW PWG,3
savacana,avacana,2,3,3,MW PW PWG,3
savanika,svanika,1,3,3,MW PW PWG,3
savargIya,svargIya,1,3,3,MW PW PWG,3
savarya,savarRa,5,3,3,MW PW PWG,3
savaviDa,navaviDa,1,3,3,MW PW PWG,3
savas,saras,11,3,3,MW PW PWG,3
savikrama,avikrama,1,3,3,MW PW STC,3
saviveka,aviveka,1,3,3,MW PW STC,3
saviSaNka,aviSaNka,1,3,3,MW PW STC,3
savftti,avftti,3,3,3,CAE MW STC,3
saScat,saMScat,3,3,3,MW MW72 PWG,3
sasaNga,asaNga,3,3,3,MW PW PWG,3
sasasya,sadasya,2,3,3,MW PW STC,3
sasADana,asADana,1,3,3,MW PW STC,3
sasuhfd,asuhfd,1,3,3,MW PW STC,3
sastri,sattri,1,3,3,SHS WIL YAT,3
sahakAratA,sahakAritA,1,3,3,MW PW PWG,3
sahacaraRa,sahamaraRa,1,3,3,MW PW PWG,3
sahacarat,sahacara,1,3,3,MW SHS WIL,3
sahadAna,sahasAna,2,3,3,MW PW PWG,3
sahadevi,sahadeva,1,3,3,MW PW PWG,3
sahapAWa,sahapAna,1,3,3,MW PW PWG,3
sahasTAna,sahasAna,1,3,3,MW PW PWG,3
sahasraDI,sahasraDA,1,3,3,MW PW PWG,3
sahendra,mahendra,1,3,3,CAE MW PW,3
sahodaka,sahodara,2,3,3,MW PW PWG,3
sahodaya,sahfdaya,3,3,3,MW PW PWG,3
sahoru,sahora,1,3,3,MW PW PWG,3
sahOtra,sahitra,1,3,3,MW PW PWG,3
sahyas,sadyas,3,3,3,GRA MW MW72,3
sahla,saha,4,3,3,MW PW PWG,3
sAMrakzya,saMrakzya,1,3,3,MW PW PWG,3
sAMvatsarI,sAMvatsara,1,3,3,AP LRV MW,3
sAMvarta,saMvarta,1,3,3,MW PW PWG,3
sAMvAsika,sAMvAdika,1,3,3,MW PW PWG,3
sAMvAhika,sAMvAdika,1,3,3,MW PW PWG,3
sAkalpaka,Akalpaka,1,3,3,PW PWG STC,3
sAkzAtkara,sAkzAtkAra,1,3,3,MW PW PWG,3
sAKi,saKi,6,3,3,MW PW PWG,3
sAgarika,nAgarika,1,3,3,MW PW PWG,3
sAMkucita,saMkucita,1,3,3,MW PW PWG,3
sAMgamana,saMgamana,1,3,3,MW PW PWG,3
sAMgrahaRa,saMgrahaRa,1,3,3,MW PW PWG,3
sAMgrAma,saMgrAma,1,3,3,MW PW PWG,3
sAMgrAhika,sAMgrAmika,1,3,3,AP MW PW,3
sAMGAwikA,saMGAwikA,1,3,3,MW PW PWG,3
sAja,sAra,15,3,3,MW PW PWG,3
sAqa,sAra,14,3,3,MW PW PWG,3
sAqi,sAmi,8,3,3,MW PW PWG,3
sAttra,sattra,2,3,3,MW PW PWG,3
sAttva,sattva,2,3,3,MW PW PWG,3
sAtyakin,sAtyaki,1,3,3,MW PW PWG,3
sAdasa,sArasa,5,3,3,MW PW PWG,3
sAdfSIya,sAdfSya,1,3,3,MW PW PWG,3
sADayitavya,sAdayitavya,1,3,3,MW PW PWG,3
sADarmika,ADarmika,1,3,3,AP MW PW,3
sADava,mADava,4,3,3,MW PW PWG,3
sADra,sADya,9,3,3,MW PW PWG,3
sAnin,sAdin,7,3,3,MW PW PWG,3
sAnumatI,sAnumat,2,3,3,AP LRV MW,3
sAnta,SAnta,12,3,3,MW PW PWG,3
sAntaka,sAntara,1,3,3,MW PW PWG,3
sAMtApika,sAMtAnika,1,3,3,MW PW PWG,3
sAMdrAviRa,sAMrAviRa,1,3,3,MW PW PWG,3
sAp,sA,9,3,3,MW PW PWG,3
sApiRqa,sapiRqa,2,3,3,MW PW PWG,3
sApti,sapti,4,3,3,MW PW PWG,3
sABAvya,svABAvya,1,3,3,MD MW PW,3
sAmarika,sAmayika,1,3,3,AP MW MW72,3
sAmareya,sAmarTya,1,3,3,MW PW PWG,3
sAmarGya,sAmarTya,1,3,3,MW PW PWG,3
sAmasta,samasta,2,3,3,MW PW PWG,3
sAmasTya,sAmarTya,1,3,3,MW PW PWG,3
sAmANga,kAmANga,1,3,3,MW PW PWG,3
sAmika,sOmika,9,3,3,MW PW PWG,3
sAmitya,sAhitya,2,3,3,MW PW PWG,3
sAmin,sAman,11,3,3,MW PW PWG,3
sAmIrya,sAmIpya,1,3,3,MW PW PWG,3
sAmudga,sAmudra,2,3,3,MW PW PWG,3
sAmudrI,sAmudra,1,3,3,LRV MW PUI,3
sAmoQa,sAmoda,1,3,3,MW PW PWG,3
sAmna,sAmya,6,3,3,MW PW PWG,3
sAmbi,sAmi,3,3,3,MW PW PWG,3
sAyatana,Ayatana,2,3,3,MW PW PWG,3
sArakeya,sArameya,1,3,3,MW PW PWG,3
sArakya,pArakya,4,3,3,MW PW PWG,3
sAraRyaka,AraRyaka,1,3,3,MW MW72 PW,3
sAratva,sArava,1,3,3,MW PW PWG,3
sAradAru,suradAru,1,3,3,MW PW PWG,3
sAraBft,BAraBft,1,3,3,MW PW PWG,3
sAraseya,sArameya,2,3,3,MW PW PWG,3
sArkaRqeya,mArkaRqeya,1,3,3,MW PW PWG,3
sArgika,sArTika,3,3,3,MW PW PWG,3
sArja,sAra,8,3,3,MW PW PWG,3
sArjana,mArjana,3,3,3,MW PW PWG,3
sArdDa,sArdra,2,3,3,SHS WIL YAT,3
sArya,sADya,24,3,3,AP MW PW,3
sArvaMsaha,sarvaMsaha,1,3,3,MW PW PWG,3
sArvanAmika,sArvakAmika,1,3,3,MW PW PWG,3
sArvasaha,sarvasaha,1,3,3,MW PW PWG,3
sArvasena,sarvasena,1,3,3,MW PW PWG,3
sArzwya,DArzwya,1,3,3,LRV MW MW72,3
sAlakzaRya,svAlakzaRya,1,3,3,MW PW PWG,3
sAlha,sAla,3,3,3,MW PW PWG,3
sAvarRaka,suvarRaka,2,3,3,MW PW PWG,3
sAvahita,svahita,1,3,3,MW PW YAT,3
sAvitri,sAvitra,2,3,3,MW PW PWG,3
sAvya,kAvya,15,3,3,MW PW PWG,3
sASana,sADana,9,3,3,MW MW72 PWG,3
sASira,ASira,2,3,3,MW PW PWG,3
sAzwrika,rAzwrika,1,3,3,MW PW STC,3
sAsi,sAmi,10,3,3,AP MW MW72,3
sAhacara,sahacara,2,3,3,MW PW PWG,3
sAhasikya,sAhasika,1,3,3,MW PW PWG,3
sAhasraveDin,sahasraveDin,1,3,3,MW PW PWG,3
sAhula,bAhula,2,3,3,MW PW PWG,3
sAhvya,sAhya,3,3,3,MW PW PWG,3
siMhatAla,siMhatala,1,3,3,MW PW PWG,3
siktA,sikatA,3,3,3,LRV MW PWG,3
sikya,Sikya,5,3,3,LRV SHS VCP,3
siji,siti,1,3,3,MW PW PWG,3
sitaka,sUtaka,1,3,3,MW PW PWG,3
sitalatA,sitAlatA,1,3,3,MW PW PWG,3
sidDajana,sidDajala,1,3,3,MW PW PWG,3
sinDa,sinDu,4,3,3,MW PW PWG,3
sinva,sina,4,3,3,GRA MW PW,3
simbi,Simbi,2,3,3,MW72 STC VCP,3
simbikA,qimbikA,1,3,3,SHS WIL YAT,3
simbI,simbA,1,3,3,AP MW72 SKD,3
sirAlu,sirAla,1,3,3,MW PW PWG,3
sisADayizu,sizADayizu,1,3,3,MW PW PWG,3
sIKA,sItA,3,3,3,MW PW PWG,3
sIpAla,SIpAla,1,3,3,MW PW PWG,3
sImaka,somaka,4,3,3,MW PW PWG,3
sIraja,nIraja,3,3,3,MW MW72 PWG,3
sIrapati,surapati,1,3,3,MW PW PWG,3
sIrya,sUrya,8,3,3,MW PW PWG,3
sIvya,savya,3,3,3,MW PW PWG,3
sukanyaka,sukandaka,1,3,3,MW PW PWG,3
sukalita,sulalita,1,3,3,MW PW PWG,3
sukftA,sukfta,3,3,3,LRV MW PUI,3
sukeSan,sukeSa,1,3,3,MW PW PWG,3
sukeSi,sukeSa,1,3,3,MW PW PWG,3
sukzata,sukzatra,1,3,3,MW PW PWG,3
sukzma,sUkzma,1,3,3,MW PW PWG,3
suKatas,muKatas,1,3,3,MW PW PWG,3
suKatA,suratA,1,3,3,MW PW PWG,3
suKavI,suzavI,2,3,3,MW PW PWG,3
suKAkara,suDAkara,2,3,3,ACC MW PW,3
suKAvala,suKAvaha,1,3,3,MW PW PWG,3
suKitva,saKitva,2,3,3,MW PW PWG,3
suKozya,suKodya,1,3,3,MW PW PWG,3
suganman,sujanman,1,3,3,MW PW PWG,3
sugamana,sugahana,1,3,3,MW PW PWG,3
sugara,sAgara,6,3,3,MW PW PWG,3
sugalA,suralA,1,3,3,MW PW PWG,3
sugavi,sugati,1,3,3,MW PW PWG,3
sugo,suga,1,3,3,MW PW PWG,3
suGawa,suBawa,1,3,3,MW PW PWG,3
sucArA,sucAru,1,3,3,MW PW PWG,3
sujantu,sumantu,1,3,3,MW PW PWG,3
sujita,sujAta,5,3,3,CAE MW PW,3
sutalpa,sutala,2,3,3,MW PW PWG,3
sutApati,sItApati,1,3,3,MW PW PWG,3
sutAmra,sutAra,1,3,3,MW PW STC,3
sutinI,sutin,1,3,3,AP AP90 LRV,3
sudaSana,sudarSana,1,3,3,MW PW PWG,3
sudAmana,sudAman,1,3,3,MW PW PWG,3
suditi,uditi,2,3,3,MW PW PWG,3
sudfzwi,kudfzwi,2,3,3,MW PW PWG,3
sudevA,sudeva,1,3,3,INM MW PE,3
sudezwa,sudfzwa,2,3,3,INM PW PWG,3
suDarmin,suDarman,2,3,3,MW PW PWG,3
suDAya,sudAya,2,3,3,MW PW PWG,3
