from,to,unit,layer,count
D,B,consonant,git,1
W,N,consonant,git,1
H,G,consonant,git,1
a,9,vowel,git,1
T,V,consonant,git,1
́,ł,diacritic,git,1
S,L,consonant,git,1
U,O,vowel,git,1
̂,ʼ,diacritic,git,1
0,b,digit,git,1
2,c,digit,git,1
N,F,consonant,git,1
C,L,consonant,git,1
C,T,consonant,git,1
M,R,consonant,git,1
L,A,consonant,git,1
X,O,consonant,git,1
́,×,diacritic,git,1
A,C,vowel,git,1
W,T,consonant,git,1
H,N,consonant,git,1
C,S,consonant,git,1
U,I,vowel,git,1
¦,°,punctuation,git,1
O,G,vowel,git,1
K,R,consonant,git,1
B,I,consonant,git,1
d,9,consonant,git,1
́,œ,diacritic,git,1
E,G,vowel,git,1
E,U,vowel,git,1
d,α,consonant,git,1
0,a,digit,git,1
‘,̓,diacritic,git,1
F,E,consonant,git,1
Q,A,consonant,git,1
O,P,vowel,git,1
T,H,consonant,git,1
O,T,vowel,git,1
̂,̀,diacritic,git,1
I,G,vowel,git,1
F,A,consonant,git,1
L,V,consonant,git,1
’,͂,diacritic,git,1
R,G,consonant,git,1
I,R,vowel,git,1
G,E,consonant,git,1
Q,I,consonant,git,1
T,L,consonant,git,1
̆,́,diacritic,git,1
B,U,consonant,git,1
V,C,consonant,git,1
h,η,consonant,git,1
5,e,digit,git,1
́,̃,diacritic,git,1
C,I,consonant,git,1
e,(,vowel,git,1
a,\,vowel,git,1
d,),consonant,git,1
r,7,consonant,git,1
c,:,consonant,git,1
c,R,consonant,git,1
l,O,consonant,git,1
s,B,consonant,git,1
̃,́,diacritic,git,1
I,C,vowel,git,1
L,U,consonant,git,1
́,ɴ,diacritic,git,1
B,L,consonant,git,1
U,T,vowel,git,1
C,A,consonant,git,1
0,̂,diacritic,git,1
¦,N,punctuation,git,1
j,<,consonant,git,1
<,J,punctuation,git,1
c,u,consonant,git,1
l,!,consonant,git,1
6,h,digit,git,1
ु,र,other,git,1
A,q,vowel,git,1
ि,्,diacritic,git,1
द,ध,latin,git,1
W,v,consonant,git,1
व,च,latin,git,1
ा,ृ,other,git,1
ं,ः,other,git,1
s,M,consonant,git,1
ु,क,other,git,1
्,व,diacritic,git,1
k,m,consonant,git,1
घ,ध,latin,git,1
d,S,consonant,git,1
ु,ू,other,git,1
व,क,latin,git,1
र,अ,latin,git,1
A,f,vowel,git,1
ी,ह,other,git,1
त,ल,latin,git,1
ा,द,other,git,1
-,ण,punctuation,git,1
स,्,diacritic,git,1
्,ड,diacritic,git,1
त,-,latin,git,1
ह,ल,latin,git,1
ल,ह,latin,git,1
ई,इ,latin,git,1
ा,अ,other,git,1
द,श,latin,git,1
ि,ं,other,git,1
ू,ु,other,git,1
ल,ु,latin,git,1
स,ु,latin,git,1
्,ं,diacritic,git,1
",",’,punctuation,git,1
̄,(,diacritic,git,1
s,[,consonant,git,1
>,d,punctuation,git,1
.,°,punctuation,git,1
x,l,consonant,git,1
(,m,punctuation,git,1
°,>,punctuation,git,1
l,/,consonant,git,1
<,f,punctuation,git,1
a,—,vowel,git,1
/,K,punctuation,git,1
l,Y,consonant,git,1
g,—,consonant,git,1
g,U,consonant,git,1
h,x,consonant,git,1
¦,;,punctuation,git,1
/,c,punctuation,git,1
l,W,consonant,git,1
n,T,consonant,git,1
o,S,vowel,git,1
g,f,consonant,git,1
a,R,vowel,git,1
¦,L,punctuation,git,1
f,q,consonant,git,1
.,I,punctuation,git,1
"""",;,punctuation,git,1
g,Y,consonant,git,1
t,D,consonant,git,1
l,m,consonant,git,1
x,i,consonant,git,1
f,—,consonant,git,1
(,S,punctuation,git,1
>,R,punctuation,git,1
r,¦,consonant,git,1
),f,punctuation,git,1
U,d,vowel,git,1
n,#,consonant,git,1
f,I,consonant,git,1
q,L,consonant,git,1
>,N,punctuation,git,1
),g,punctuation,git,1
:,n,punctuation,git,1
c,.,consonant,git,1
¦,s,punctuation,git,1
f,&,consonant,git,1
°,},punctuation,git,1
;,:,punctuation,git,1
̣,v,diacritic,git,1
°,/,punctuation,git,1
=,>,punctuation,git,1
"""",f,punctuation,git,1
h,.,consonant,git,1
W,r,consonant,git,1
B,o,consonant,git,1
u,f,vowel,git,1
u,k,vowel,git,1
̄,a,diacritic,git,1
<,(,punctuation,git,1
(,=,punctuation,git,1
),/,punctuation,git,1
K,z,consonant,git,1
5,<,digit,git,1
4,̄,diacritic,git,1
4,.,digit,git,1
7,0,digit,git,1
S,l,consonant,git,1
̄,t,diacritic,git,1
I,P,vowel,git,1
s,̄,diacritic,git,1
=,/,punctuation,git,1
M,l,consonant,git,1
t,̄,diacritic,git,1
P,I,consonant,git,1
̣,r,diacritic,git,1
b,8,consonant,git,1
o,U,vowel,git,1
D,r,consonant,git,1
t,=,consonant,git,1
B,=,consonant,git,1
c,"""",consonant,git,1
<,"""",punctuation,git,1
u,1,vowel,git,1
p,",",consonant,git,1
<,U,punctuation,git,1
f,;,consonant,git,1
o,4,vowel,git,1
=,",",punctuation,git,1
:,D,punctuation,git,1
8,b,digit,git,1
y,/,consonant,git,1
p,U,consonant,git,1
y,¦,consonant,git,1
B,S,consonant,git,1
a,B,vowel,git,1
5,0,digit,git,1
B,3,consonant,git,1
e,L,vowel,git,1
#,d,punctuation,git,1
r,4,consonant,git,1
I,9,vowel,git,1
#,3,punctuation,git,1
.,},punctuation,git,1
4,n,digit,git,1
-,⏑,punctuation,git,1
-,–,punctuation,git,1
o,⏑,vowel,git,1
),–,punctuation,git,1
̣,A,diacritic,git,1
=,n,punctuation,git,1
',g,punctuation,git,1
m,ᠲ,consonant,git,1
u,ᠠ,vowel,git,1
d,ᠮ,consonant,git,1
r,ᠭ,consonant,git,1
a,ᠠ,vowel,git,1
',n,punctuation,git,1
/,g,punctuation,git,1
Y,L,consonant,git,1
̄,N,diacritic,git,1
H,V,consonant,git,1
c,m,consonant,git,1
",",r,punctuation,git,1
K,c,consonant,git,1
e,°,vowel,git,1
r,{,consonant,git,1
=,8,punctuation,git,1
"""",0,punctuation,git,1
<,k,punctuation,git,1
a,°,vowel,git,1
z,-,consonant,git,1
A,r,vowel,git,1
d,z,consonant,git,1
v,U,consonant,git,1
f,c,consonant,git,1
i,J,vowel,git,1
̄,M,diacritic,git,1
s,W,consonant,git,1
m,z,consonant,git,1
m,d,consonant,git,1
H,t,consonant,git,1
-,r,punctuation,git,1
<,m,punctuation,git,1
h,U,consonant,git,1
y,°,consonant,git,1
—,A,punctuation,git,1
J,w,consonant,git,1
>,°,punctuation,git,1
<,P,punctuation,git,1
f,v,consonant,git,1
h,W,consonant,git,1
:,4,punctuation,git,1
n,7,consonant,git,1
f,2,consonant,git,1
:,9,punctuation,git,1
°,A,punctuation,git,1
m,"""",consonant,git,1
°,m,punctuation,git,1
r,"""",consonant,git,1
),r,punctuation,git,1
B,V,consonant,git,1
B,́,diacritic,git,1
H,o,consonant,git,1
i,=,vowel,git,1
u,:,vowel,git,1
A,y,vowel,git,1
),m,punctuation,git,1
L,s,consonant,git,1
p,A,consonant,git,1
V,B,consonant,git,1
¦,a,punctuation,git,1
<,b,punctuation,git,1
̄,K,diacritic,git,1
3,B,digit,git,1
1,:,digit,git,1
6,f,digit,git,1
3,E,digit,git,1
{,°,punctuation,git,1
L,w,consonant,git,1
5,b,digit,git,1
4,e,digit,git,1
},w,punctuation,git,1
c,{,consonant,git,1
"""",5,punctuation,git,1
j,r,consonant,git,1
c,y,consonant,git,1
m,j,consonant,git,1
¦,m,punctuation,git,1
2,:,digit,git,1
"""",w,punctuation,git,1
/,"""",punctuation,git,1
"""",d,punctuation,git,1
i,g,vowel,git,1
=,o,punctuation,git,1
9,i,digit,git,1
h,j,consonant,git,1
T,(,consonant,git,1
u,7,vowel,git,1
k,D,consonant,git,1
t,B,consonant,git,1
́,i,diacritic,git,1
I,t,vowel,git,1
/,x,punctuation,git,1
-,n,punctuation,git,1
√,g,punctuation,git,1
=,d,punctuation,git,1
 ,O,whitespace,git,1
s,—,consonant,git,1
c,A,consonant,git,1
d,<,consonant,git,1
",",w,punctuation,git,1
́,O,diacritic,git,1
(,/,punctuation,git,1
B,<,consonant,git,1
̣,c,diacritic,git,1
̄,g,diacritic,git,1
U, ,vowel,git,1
p,¦,consonant,git,1
d,x,consonant,git,1
(,g,punctuation,git,1
O,>,vowel,git,1
°,(,punctuation,git,1
/,̄,diacritic,git,1
e,U,vowel,git,1
w,p,consonant,git,1
¦,"""",punctuation,git,1
°,.,punctuation,git,1
E,s,vowel,git,1
N,>,consonant,git,1
C,m,consonant,git,1
d,.,consonant,git,1
 ,C,whitespace,git,1
0,u,digit,git,1
4,"""",digit,git,1
3,C,digit,git,1
h,=,consonant,git,1
u,"""",vowel,git,1
"""",p,punctuation,git,1
y,1,consonant,git,1
C,o,consonant,git,1
o,C,vowel,git,1
2,d,digit,git,1
L,/,consonant,git,1
7,m,digit,git,1
k,/,consonant,git,1
3,h,digit,git,1
G,V,consonant,git,1
l,5,consonant,git,1
:,e,punctuation,git,1
9,H,digit,git,1
6,H,digit,git,1
6,G,digit,git,1
0,H,digit,git,1
G,̣,diacritic,git,1
R,M,consonant,git,1
I,B,vowel,git,1
K,H,consonant,git,1
3,K,digit,git,1
3,I,digit,git,1
2,K,digit,git,1
>,6,punctuation,git,1
2,/,digit,git,1
8,>,digit,git,1
s,Z,consonant,git,1
Z, ,consonant,git,1
%,3,punctuation,git,1
b,9,consonant,git,1
1,M,digit,git,1
t,I,consonant,git,1
̄,2,diacritic,git,1
H,i,consonant,git,1
E,.,vowel,git,1
E,V,vowel,git,1
R,",",consonant,git,1
6,R,digit,git,1
7,G,digit,git,1
g,7,consonant,git,1
=,M,punctuation,git,1
"""",W,punctuation,git,1
x,a,consonant,git,1
=,̄,diacritic,git,1
"""",v,punctuation,git,1
=,<,punctuation,git,1
"""",o,punctuation,git,1
<,5,punctuation,git,1
s,7,consonant,git,1
i,9,vowel,git,1
=,i,punctuation,git,1
K,A,consonant,git,1
"""",g,punctuation,git,1
2,",",digit,git,1
],8,punctuation,git,1
?,o,punctuation,git,1
5,S,digit,git,1
"""",“,punctuation,git,1
;,.,punctuation,git,1
t,L,consonant,git,1
#,N,punctuation,git,1
P,/,consonant,git,1
"""",”,punctuation,git,1
P,>,consonant,git,1
N,",",consonant,git,1
̃,2,diacritic,git,1
C,.,consonant,git,1
R,/,consonant,git,1
",",<,punctuation,git,1
6,C,digit,git,1
5,A,digit,git,1
),R,punctuation,git,1
2,P,digit,git,1
2,N,digit,git,1
.,̃,diacritic,git,1
<,C,punctuation,git,1
<,2,punctuation,git,1
>,=,punctuation,git,1
=,7,punctuation,git,1
?,x,punctuation,git,1
l,0,consonant,git,1
.,T,punctuation,git,1
H,z,consonant,git,1
̄, ,diacritic,git,1
G,d,consonant,git,1
P,f,consonant,git,1
P,o,consonant,git,1
v,=,consonant,git,1
B,"""",consonant,git,1
b,=,consonant,git,1
S,1,consonant,git,1
S,7,consonant,git,1
f,X,consonant,git,1
g,I,consonant,git,1
g,V,consonant,git,1
S,R,consonant,git,1
1,K,digit,git,1
0,R,digit,git,1
S,3,consonant,git,1
3,",",digit,git,1
),<,punctuation,git,1
),s,punctuation,git,1
s,=,consonant,git,1
r,M,consonant,git,1
S,M,consonant,git,1
p,B,consonant,git,1
r,H,consonant,git,1
(,>,punctuation,git,1
I,(,vowel,git,1
',",",punctuation,git,1
;,I,punctuation,git,1
H,=,consonant,git,1
2,G,digit,git,1
",",I,punctuation,git,1
2,̄,diacritic,git,1
0,T,digit,git,1
d,0,consonant,git,1
K,n,consonant,git,1
̄,i,diacritic,git,1
3,i,digit,git,1
9,x,digit,git,1
0,c,digit,git,1
7,i,digit,git,1
I,7,vowel,git,1
t,3,consonant,git,1
t,7,consonant,git,1
1,H,digit,git,1
V,4,consonant,git,1
),1,punctuation,git,1
d,R,consonant,git,1
I,2,vowel,git,1
X,3,consonant,git,1
(,[,punctuation,git,1
=,.,punctuation,git,1
R,e,consonant,git,1
"""",.,punctuation,git,1
#,—,punctuation,git,1
—,{,punctuation,git,1
n,G,consonant,git,1
=,O,punctuation,git,1
"""",R,punctuation,git,1
:,6,punctuation,git,1
L,e,consonant,git,1
2,=,digit,git,1
4,f,digit,git,1
L,n,consonant,git,1
=,x,punctuation,git,1
=,6,punctuation,git,1
m,4,consonant,git,1
y,l,consonant,git,1
5,=,digit,git,1
5,"""",digit,git,1
A,p,vowel,git,1
́,>,diacritic,git,1
0,>,digit,git,1
0,",",digit,git,1
i,°,vowel,git,1
̄,p,diacritic,git,1
a,-,vowel,git,1
d,B,consonant,git,1
h,0,consonant,git,1
o,°,vowel,git,1
y,q,consonant,git,1
f,{,consonant,git,1
n,5,consonant,git,1
j,p,consonant,git,1
l,T,consonant,git,1
k,Q,consonant,git,1
s,k,consonant,git,1
c,p,consonant,git,1
},(,punctuation,git,1
(,A,punctuation,git,1
#,v,punctuation,git,1
°,u,punctuation,git,1
h,G,consonant,git,1
"""",i,punctuation,git,1
r,=,consonant,git,1
:,8,punctuation,git,1
n,3,consonant,git,1
h,1,consonant,git,1
x,=,consonant,git,1
m,6,consonant,git,1
‘,>,punctuation,git,1
y,x,consonant,git,1
2,m,digit,git,1
0,:,digit,git,1
8,:,digit,git,1
7,p,digit,git,1
=,2,punctuation,git,1
h,6,consonant,git,1
4,m,digit,git,1
=,h,punctuation,git,1
a,उ,vowel,git,1
p,त,consonant,git,1
i,्,diacritic,git,1
̣,प,diacritic,git,1
h,ी,consonant,git,1
i,ठ,vowel,git,1
g,व,consonant,git,1
u,ि,vowel,git,1
n,श,consonant,git,1
d,ु,consonant,git,1
a,ण,vowel,git,1
́,र,diacritic,git,1
c,श,consonant,git,1
h,ब,consonant,git,1
̄,ह,diacritic,git,1
̣,न,diacritic,git,1
d,ं,consonant,git,1
b,त,consonant,git,1
u,र,vowel,git,1
t,प,consonant,git,1
i,ा,vowel,git,1
h,व,consonant,git,1
n,ू,consonant,git,1
r,म,consonant,git,1
a,ह,vowel,git,1
y,न,consonant,git,1
n,र,consonant,git,1
̣,ा,diacritic,git,1
o,य,vowel,git,1
n,प,consonant,git,1
i,न,vowel,git,1
s,च,consonant,git,1
m,क,consonant,git,1
h,ं,consonant,git,1
i,ह,vowel,git,1
t,ि,consonant,git,1
t,स,consonant,git,1
r,ू,consonant,git,1
h,स,consonant,git,1
̄,थ,diacritic,git,1
k,अ,consonant,git,1
A,ल,vowel,git,1
r,ं,consonant,git,1
S,ा,consonant,git,1
e,र,vowel,git,1
K,श,consonant,git,1
r,ख,consonant,git,1
g,स,consonant,git,1
r,ग,consonant,git,1
r,द,consonant,git,1
̄,व,diacritic,git,1
h,य,consonant,git,1
̣,ध,diacritic,git,1
p,ा,consonant,git,1
n,ण,consonant,git,1
{,॰,punctuation,git,1
m,त,consonant,git,1
a,॰,vowel,git,1
T,त,consonant,git,1
̇,ु,diacritic,git,1
g,ष,consonant,git,1
a,ग,vowel,git,1
d,म,consonant,git,1
i,े,vowel,git,1
n,द,consonant,git,1
.,ी,punctuation,git,1
p,ट,consonant,git,1
n,ञ,consonant,git,1
̃,्,diacritic,git,1
j,ज,consonant,git,1
r,ि,consonant,git,1
i,क,vowel,git,1
b,्,diacritic,git,1
h,क,consonant,git,1
r,ब,consonant,git,1
s,म,consonant,git,1
u,स,vowel,git,1
̣,च,diacritic,git,1
n,ट,consonant,git,1
̃,प,diacritic,git,1
j,ञ,consonant,git,1
r,ज,consonant,git,1
g,न,consonant,git,1
1,१,digit,git,1
0,०,digit,git,1
̣,श,diacritic,git,1
l,ी,consonant,git,1
s,ठ,consonant,git,1
t,ठ,consonant,git,1
̣,ल,diacritic,git,1
o,ा,vowel,git,1
t,ष,consonant,git,1
a,ट,vowel,git,1
r,ो,consonant,git,1
́,त,diacritic,git,1
t,श,consonant,git,1
m,स,consonant,git,1
̣,व,diacritic,git,1
n,ि,consonant,git,1
l,र,consonant,git,1
m,ण,consonant,git,1
̄,च,diacritic,git,1
h,ल,consonant,git,1
t,ह,consonant,git,1
y,त,consonant,git,1
t,य,consonant,git,1
t,म,consonant,git,1
r,त,consonant,git,1
h,ध,consonant,git,1
2,२,digit,git,1
6,६,digit,git,1
8,८,digit,git,1
S,श,consonant,git,1
́,्,diacritic,git,1
a,ै,vowel,git,1
h,म,consonant,git,1
u,म,vowel,git,1
k,ु,consonant,git,1
u,क,vowel,git,1
n,ु,consonant,git,1
̄,स,diacritic,git,1
o,~,vowel,git,1
̱, ,diacritic,git,1
M,v,consonant,git,1
y,b,consonant,git,1
1,A,digit,git,1
A,1,vowel,git,1
3,A,digit,git,1
A,3,vowel,git,1
1,v,digit,git,1
2,v,digit,git,1
1,━,digit,git,1
A,%,vowel,git,1
d,},consonant,git,1
;,{,punctuation,git,1
 ,@,whitespace,git,1
s,@,consonant,git,1
;,),punctuation,git,1
2,A,digit,git,1
4,A,digit,git,1
Y,-,consonant,git,1
C,c,case,git,1
̄,̆,diacritic,git,1
A,\,vowel,git,1
#,h,punctuation,git,1
x,u,consonant,git,1
>,z,punctuation,git,1
m,E,consonant,git,1
I,N,vowel,git,1
#,D,punctuation,git,1
{,8,punctuation,git,1
L,<,consonant,git,1
d,>,consonant,git,1
y,0,consonant,git,1
1,k,digit,git,1
L,9,consonant,git,1
b,7,consonant,git,1
o,3,vowel,git,1
=,0,punctuation,git,1
7,A,digit,git,1
M,g,consonant,git,1
N,R,consonant,git,1
",",H,punctuation,git,1
y,k,consonant,git,1
+,e,punctuation,git,1
@,s,punctuation,git,1
#,o,punctuation,git,1
-,f,punctuation,git,1
#,t,punctuation,git,1
¦,k,punctuation,git,1
T,e,consonant,git,1
w,o,consonant,git,1
a,8,vowel,git,1
R,0,consonant,git,1
#,2,punctuation,git,1
],},punctuation,git,1
S,b,consonant,git,1
H,y,consonant,git,1
#,=,punctuation,git,1
},2,punctuation,git,1
+,8,punctuation,git,1
#,6,punctuation,git,1
x,L,consonant,git,1
%,9,punctuation,git,1
2,g,digit,git,1
%,y,punctuation,git,1
>,0,punctuation,git,1
%,2,punctuation,git,1
j,G,consonant,git,1
b,",",consonant,git,1
1,r,digit,git,1
8,A,digit,git,1
8,j,digit,git,1
5,y,digit,git,1
0,y,digit,git,1
},#,punctuation,git,1
X,9,consonant,git,1
+,¦,punctuation,git,1
-,e,punctuation,git,1
t,x,consonant,git,1
-,<,punctuation,git,1
#,x,punctuation,git,1
A,(,vowel,git,1
i,-,vowel,git,1
s,R,consonant,git,1
h,I,consonant,git,1
",",#,punctuation,git,1
;,x,punctuation,git,1
v,%,consonant,git,1
R,[,consonant,git,1
y,{,consonant,git,1
e,#,vowel,git,1
 ,k,whitespace,git,1
A,-,vowel,git,1
m,R,consonant,git,1
e,],vowel,git,1
#,r,punctuation,git,1
#,E,punctuation,git,1
},N,punctuation,git,1
@,D,punctuation,git,1
x,<,consonant,git,1
N,.,consonant,git,1
e,6,vowel,git,1
(,━,punctuation,git,1
#,m,punctuation,git,1
g,@,consonant,git,1
e,},vowel,git,1
#,S,punctuation,git,1
@,t,punctuation,git,1
d,N,consonant,git,1
i,H,vowel,git,1
f,H,consonant,git,1
:,#,punctuation,git,1
−,},punctuation,git,1
4,:,digit,git,1
t,N,consonant,git,1
y,D,consonant,git,1
a,:,vowel,git,1
.,━,punctuation,git,1
̄,Œ,diacritic,git,1
M,C,consonant,git,1
W,L,consonant,git,1
 ,T,whitespace,git,1
“,̣,diacritic,git,1
c,L,consonant,git,1
r,C,consonant,git,1
f,k,consonant,git,1
o,K,vowel,git,1
’,̣,diacritic,git,1
9,b,digit,git,1
9, ,digit,git,1
G,T,consonant,git,1
k,i,consonant,git,1
e,;,vowel,git,1
l,K,consonant,git,1
c,N,consonant,git,1
æ,̄,diacritic,git,1
:, ,punctuation,git,1
º,æ,latin,git,1
M,L,consonant,git,1
D,S,consonant,git,1
̄,œ,diacritic,git,1
e,f,vowel,git,1
a,H,vowel,git,1
e,T,vowel,git,1
],e,punctuation,git,1
P,m,consonant,git,1
2,f,digit,git,1
5,-,digit,git,1
2,o,digit,git,1
.,p,punctuation,git,1
(,o,punctuation,git,1
5,N,digit,git,1
),e,punctuation,git,1
e,q,vowel,git,1
i,F,vowel,git,1
-,o,punctuation,git,1
o,x,vowel,git,1
b,T,consonant,git,1
p,-,consonant,git,1
],t,punctuation,git,1
P,t,consonant,git,1
L,t,consonant,git,1
D,e,consonant,git,1
d,Ⓝ,consonant,git,1
v,@,consonant,git,1
 ,[,whitespace,git,1
=,b,punctuation,git,1
",",@,punctuation,git,1
#,Ⓒ,punctuation,git,1
k,x,consonant,git,1
P,x,consonant,git,1
 ,Ⓓ,whitespace,git,1
G,p,consonant,git,1
8,z,digit,git,1
U,H,vowel,git,1
@,.,punctuation,git,1
T,s,consonant,git,1
x, ,consonant,git,1
e,7,vowel,git,1
i,X,vowel,git,1
a,w,vowel,git,1
z,r,consonant,git,1
„,‘,punctuation,git,1
B,F,consonant,git,1
E, ,vowel,git,1
L,I,consonant,git,1
9,E,digit,git,1
z,u,consonant,git,1
n,¦,consonant,git,1
̣,ʼ,diacritic,git,1
7,c,digit,git,1
L,M,consonant,git,1
A,O,vowel,git,1
W,O,consonant,git,1
I,S,vowel,git,1
D,R,consonant,git,1
B,H,consonant,git,1
",",h,punctuation,git,1
 ,E,whitespace,git,1
1,Y,digit,git,1
s,:,consonant,git,1
r,x,consonant,git,1
p, ,consonant,git,1
x,e,consonant,git,1
{,x,punctuation,git,1
},Ⓓ,punctuation,git,1
#,>,punctuation,git,1
a,P,vowel,git,1
T,/,consonant,git,1
n,X,consonant,git,1
a,7,vowel,git,1
o,X,vowel,git,1
g,K,consonant,git,1
c,-,consonant,git,1
[,s,punctuation,git,1
P,e,consonant,git,1
],K,punctuation,git,1
r,q,consonant,git,1
p,T,consonant,git,1
s,I,consonant,git,1
 ,X,whitespace,git,1
d,T,consonant,git,1
a,G,vowel,git,1
‘,̣,diacritic,git,1
X,-,consonant,git,1
d,L,consonant,git,1
2,L,digit,git,1
T,F,consonant,git,1
u,t,vowel,git,1
o,2,vowel,git,1
),L,punctuation,git,1
”,̣,diacritic,git,1
G,N,consonant,git,1
e,X,vowel,git,1
X,/,consonant,git,1
L,7,consonant,git,1
P,4,consonant,git,1
{,E,punctuation,git,1
?,N,punctuation,git,1
:,-,punctuation,git,1
3,f,digit,git,1
p,E,consonant,git,1
e,D,vowel,git,1
p,d,consonant,git,1
̈,̄,diacritic,git,1
E,C,vowel,git,1
¦,+,punctuation,git,1
S,̄,diacritic,git,1
